gene,neglogpval
OTAU005300-RA,5.26719348248724
OTAU005179-RA,5.26299151008976
OTAU000174-RA,5.2574555039765
OTAU013344-RA,5.25729544522434
OTAU013938-RA,5.257001768832
OTAU016082-RA,5.25799880223452
OTAU000347-RA,5.25196415077727
OTAU013865-RA,5.24964519646848
OTAU006812-RA,5.24327068210817
OTAU000671-RA,5.23814354867971
OTAU005655-RA,5.23842068155623
OTAU000414-RA,5.23597571669374
OTAU015045-RA,5.23019364191434
OTAU004756-RA,5.2248517397152
OTAU007546-RA,5.21849900352361
OTAU000670-RA,5.21679597013808
OTAU000975-RA,5.20788267481408
OTAU004043-RA,5.21404739475237
OTAU004404-RA,5.20705413261421
OTAU006664-RA,5.20696592209885
OTAU008668-RA,5.20582016216332
OTAU012610-RA,5.20693787602649
OTAU013695-RA,5.20798744582662
OTAU004332-RA,5.19475999644432
OTAU005930-RA,5.19403133454811
OTAU006722-RA,5.19543881279344
OTAU004576-RA,5.1911981832828
OTAU001745-RA,5.18892108341828
OTAU010149-RA,5.18780988371393
OTAU013700-RA,5.18120655976051
OTAU014766-RA,5.17740854884488
OTAU016964-RA,5.17301042956406
OTAU001285-RA,5.16894540039183
OTAU004498-RA,5.16808024427566
OTAU006300-RA,5.16747495498521
OTAU015861-RA,5.16671916163969
OTAU000901-RA,5.15691625239313
OTAU002652-RA,5.1598001381716
OTAU004380-RA,5.15971879077477
OTAU004575-RA,5.16243474068463
OTAU008564-RA,5.16031487133232
OTAU011894-RA,5.15674888422535
OTAU016203-RA,5.15882879941685
OTAU016928-RA,5.15198603694491
OTAU001600-RA,5.14403502443588
OTAU004972-RA,5.14337308712321
OTAU014038-RA,5.14496155947918
OTAU013276-RA,5.14112757709062
OTAU013099-RA,5.13667935939958
OTAU009445-RA,5.13354932648339
OTAU004460-RA,5.12589951708668
OTAU011034-RA,5.1186751792444
OTAU014135-RA,5.11554212278102
OTAU009643-RA,5.11370570037937
OTAU006635-RA,5.11196978820176
OTAU000095-RA,5.10654486008494
OTAU000511-RA,5.10534539653245
OTAU014797-RA,5.10465108426269
OTAU009829-RA,5.10237287485574
OTAU011870-RA,5.10155630600217
OTAU005015-RA,5.09807080540116
OTAU010757-RA,5.0977863647085
OTAU004394-RA,5.09242003397158
OTAU009449-RA,5.09192312186729
OTAU013692-RA,5.08987434599961
OTAU000445-RA,5.08855760298764
OTAU000410-RA,5.0831485729978
OTAU005433-RA,5.08289189486154
OTAU010666-RA,5.07661339898044
OTAU012460-RA,5.07667934874528
OTAU016838-RA,5.07778742432792
OTAU008843-RA,5.07451783460468
OTAU008893-RA,5.06969744019647
OTAU010401-RA,5.07038202598462
OTAU006115-RA,5.0583309199347
OTAU011339-RA,5.05858817068522
OTAU003553-RA,5.05700742760349
OTAU011164-RA,5.05298428642854
OTAU014656-RA,5.051525440668
OTAU016642-RA,5.05279057867166
OTAU000698-RA,5.04061553026679
