CHROM,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
OTAU006446-RA,0.051624002,0.011100762,0.090256152,0.12299175,0.902113631,NA
OTAU006491-RA,0.095152426,0.003688284,0.090651213,0.040686533,0.967545798,NA
OTAU006508-RA,0.057089032,-0.047463335,0.090289572,-0.525679035,0.599111233,NA
OTAU006516-RA,0.344930049,-0.176897649,0.221921889,-0.79711672,0.425383246,NA
OTAU006520-RA,0.137410211,-0.031293754,0.145610617,-0.214913955,0.829834405,NA
OTAU006521-RA,0.238537988,-0.239951319,0.197023044,-1.21788454,0.223267852,NA
OTAU006558-RA,0.307851806,-0.274662797,0.185633949,-1.479593572,0.138981743,NA
OTAU006566-RA,0.035217645,-0.036466656,0.090361045,-0.403566119,0.686531804,NA
OTAU006573-RA,0.549019812,0.050325053,0.110481008,0.455508632,0.648743359,NA
OTAU006582-RA,0.567499722,-0.136351526,0.195869007,-0.696136303,0.486343474,NA
OTAU006583-RA,0.134942889,0.053891996,0.094325,0.571343715,0.567766674,NA
OTAU006584-RA,0.056156714,-0.014443348,0.090424665,-0.159727973,0.873095365,NA
OTAU006585-RA,0.23982433,-0.035918593,0.166127246,-0.216211329,0.828823023,NA
OTAU006589-RA,0.218484674,-0.331958554,0.210584673,-1.576366168,0.114941441,NA
OTAU006591-RA,0.357518814,-0.275287878,0.183252355,-1.50223378,0.133036744,NA
OTAU006594-RA,0.076493844,-0.02007026,0.090300122,-0.222261714,0.824110154,NA
OTAU006595-RA,0.087004884,0.058526249,0.091727341,0.638045845,0.523443838,NA
OTAU006596-RA,0.18633677,-0.101134829,0.12715749,-0.79535094,0.42640939,NA
OTAU006609-RA,0.34262886,0.01871955,0.220456394,0.08491271,0.932330787,NA
OTAU006612-RA,0.180643443,-0.17364512,0.171721706,-1.011200768,0.311920349,NA
OTAU006616-RA,2220.751962,0.548309128,0.2466655,2.222885362,NA,NA
OTAU006709-RA,0.395362135,-0.190505344,0.255872659,-0.744531847,0.456554782,NA
OTAU006723-RA,0.233802148,-0.015759936,0.124705443,-0.126377293,0.899433275,NA
OTAU006752-RA,0.564563232,-0.55363882,0.248264846,-2.230033084,0.025745247,NA
OTAU006755-RA,0.324685122,0.01073568,0.252393075,0.042535557,0.966071767,NA
OTAU006771-RA,0.169169145,-0.202679249,0.188322215,-1.076236536,0.281821484,NA
OTAU006785-RA,0.154339732,0.020256534,0.132707852,0.152640055,0.878682136,NA
OTAU006786-RA,0.103411643,-0.032389725,0.091400282,-0.354372263,0.723059919,NA
OTAU006790-RA,0.206692692,-0.094160903,0.205231329,-0.458803747,0.646375104,NA
OTAU006850-RA,0.387208755,0.013914698,0.238242591,0.058405586,0.953425565,NA
OTAU006858-RA,0.255978313,0.02690361,0.127463429,0.211069245,0.832833239,NA
OTAU006870-RA,0.144587266,0.112447888,0.135766787,0.828242984,0.407532906,NA
OTAU006880-RA,0.050041075,0.03901097,0.090540396,0.430868118,0.666564267,NA
OTAU006881-RA,0.114272763,0.020729207,0.091770986,0.225879745,0.821294952,NA
OTAU006891-RA,0.519732031,0.257876276,0.245863105,1.048861216,0.294241998,NA
OTAU006904-RA,0.188890252,0.286691485,0.16551632,1.732104032,0.083255041,NA
OTAU006945-RA,0.329596306,0.060863645,0.183714101,0.331295445,0.740421332,NA
OTAU006947-RA,0.053510922,0.044322806,0.090529299,0.489596252,0.624419629,NA
OTAU006950-RA,0.404436963,-0.078076111,0.232965096,-0.335140811,0.737518869,NA
OTAU006965-RA,0.653632021,0.058205598,0.096140686,0.605421078,NA,NA
OTAU006967-RA,0.02119296,0.025779829,0.09010007,0.28612441,0.774782836,NA
OTAU006974-RA,0.078352702,-0.06314813,0.090725604,-0.69603427,0.486407368,NA
OTAU006982-RA,0.500812683,-0.021219141,0.1881354,-0.112786541,0.910199789,NA
OTAU006986-RA,0.356565307,0.083824922,0.204137824,0.410629056,0.681344554,NA
OTAU006994-RA,0.078533705,0.045823679,0.090567339,0.505962513,0.612882966,NA
OTAU006995-RA,0.448586886,0.462090587,0.220216602,2.098345821,0.035874608,NA
OTAU007004-RA,0.086758829,0.031842772,0.090569494,0.351583859,0.725150372,NA
OTAU007016-RA,0.242181489,-0.126903252,0.179162614,-0.708313241,0.478750756,NA
OTAU007023-RA,0.316921898,0.125243873,0.239330055,0.52331026,0.600758362,NA
OTAU007024-RA,0.310699626,-0.026613858,0.240095208,-0.1108471,0.911737595,NA
OTAU007026-RA,0.128675562,0.0840747,0.194892764,0.43138954,0.666185154,NA
OTAU007033-RA,0.187576971,0.166155579,0.131173952,1.266681199,0.205269305,NA
OTAU007038-RA,0.094357561,-0.066689075,0.090577362,-0.73626647,0.461568547,NA
OTAU007056-RA,0.08259976,-0.002270881,0.091257868,-0.024884223,0.980147311,NA
OTAU007065-RA,0.175826377,0.223348729,0.194278838,1.149629735,0.250296406,NA
OTAU007074-RA,0.109774397,-0.004633682,0.090526845,-0.051185726,0.959177526,NA
OTAU007077-RA,0.039326237,-0.002334451,0.090168975,-0.02588974,0.979345283,NA
OTAU007087-RA,0.092523446,-0.035456354,0.09007436,-0.393634261,0.693851082,NA
OTAU007122-RA,0.040542644,0.014866746,0.090228408,0.164767903,0.869126669,NA
OTAU007130-RA,0.498683626,0.11597847,0.25302963,0.458359245,0.646694366,NA
OTAU007143-RA,0.203775349,-0.02852451,0.134020559,-0.212836824,0.83145424,NA
OTAU007145-RA,0.506055455,0.046385452,0.220971703,0.2099158,0.83373339,NA
OTAU007146-RA,2.264267769,-0.273124294,0.157243106,-1.73695561,NA,NA
OTAU007147-RA,1759.926691,-0.685908015,0.250878881,-2.734020546,NA,NA
OTAU007153-RA,3977.124503,-0.773242836,0.260656148,-2.966524455,NA,NA
OTAU007154-RA,6685.280114,-1.064980882,0.26136706,-4.074656087,NA,NA
OTAU007155-RA,2989.823365,-0.646930284,0.225278086,-2.871696465,NA,NA
OTAU007156-RA,1479.554581,-0.641309954,0.235932963,-2.718187178,NA,NA
OTAU007158-RA,2193.891159,-0.814124405,0.253458801,-3.212058141,NA,NA
OTAU007160-RA,0.265150118,-0.084574716,0.155770289,-0.542945105,0.587167599,NA
OTAU007161-RA,0.522120822,0.01406904,0.16771724,0.08388547,NA,NA
OTAU007163-RA,0.569468957,0.040338362,0.254841354,0.158288132,0.874229759,NA
OTAU007212-RA,0.418051274,0.025817698,0.255965607,0.100863933,0.919658475,NA
OTAU007226-RA,2.52488719,0.4179383,0.223597715,1.86915282,NA,NA
OTAU007229-RA,0.643010808,0.289537541,0.270386157,1.070829753,0.284245986,NA
OTAU007230-RA,0.102402807,-0.004443034,0.150285192,-0.029564019,0.976414761,NA
OTAU007238-RA,0.032112342,0.030305347,0.090178323,0.336060224,0.736825452,NA
OTAU007258-RA,12.28177674,0.422567743,0.270069821,1.564661102,NA,NA
OTAU007265-RA,0.079035734,-0.041222535,0.091194997,-0.452026281,0.65125005,NA
OTAU007267-RA,0.268408011,-0.089783182,0.192089993,-0.467401662,0.640212533,NA
OTAU007268-RA,0.058973779,-0.052246018,0.090191516,-0.579278633,0.56240118,NA
OTAU007277-RA,0.145849514,-0.063141107,0.090534725,-0.697424187,0.485537369,NA
OTAU007280-RA,6.417525208,0.513449909,0.270611116,1.897371831,NA,NA
OTAU007282-RA,0.026179915,0.031011502,0.090085831,0.344243943,0.730662838,NA
OTAU007283-RA,0.333495247,0.053546256,0.251023696,0.213311561,0.831083957,NA
OTAU007284-RA,0.044512729,-0.001065223,0.090094689,-0.011823373,0.990566533,NA
OTAU007290-RA,0.389585879,0.080801807,0.09156756,0.882428302,NA,NA
OTAU007291-RA,0.334463831,0.053173148,0.091699528,0.579862832,NA,NA
OTAU007292-RA,0.061012136,0.006749925,0.090541521,0.074550606,0.940572276,NA
OTAU007293-RA,0.036520692,0.032874371,0.090067178,0.364998341,0.715112645,NA
OTAU007299-RA,0.279523105,0.120629071,0.224122741,0.538227718,0.590419846,NA
OTAU007307-RA,0.416941856,-0.091028606,0.093900479,-0.969415783,NA,NA
OTAU007366-RA,0.228529824,0.118101174,0.233778933,0.505183135,0.613430215,NA
OTAU007379-RA,0.049925075,0.040906851,0.090174407,0.453641477,0.650086895,NA
OTAU007380-RA,0.202527081,-0.047966366,0.114374103,-0.419381354,0.674937449,NA
OTAU007397-RA,0.49492632,-0.101685525,0.179396268,-0.56682074,0.570835978,NA
OTAU007398-RA,0.039902371,-0.034882837,0.090255687,-0.386489077,0.699134491,NA
OTAU007428-RA,0.342074495,0.205219854,0.225456375,0.910241967,0.362694916,NA
OTAU007429-RA,0.094497652,0.043861965,0.091304915,0.480389966,0.630950128,NA
OTAU007432-RA,0.201110784,-0.049327907,0.093050973,-0.530117048,NA,NA
OTAU007434-RA,0.057580295,0.016372614,0.090575085,0.180762894,0.856553689,NA
OTAU007437-RA,0.052902663,0.013419416,0.090417047,0.148416875,0.882013784,NA
OTAU007442-RA,0.21468427,-0.097455499,0.189482992,-0.514323203,0.607026042,NA
OTAU007520-RA,0.618546817,0.528245481,0.268632466,1.966424566,0.049249588,NA
OTAU007543-RA,0.089557612,0.057534886,0.090602109,0.635028118,0.525410077,NA
OTAU007549-RA,0.424172859,0.031751844,0.192289021,0.165125622,0.868845107,NA
OTAU007560-RA,0.136398345,0.064533571,0.091419027,0.70590962,0.480244345,NA
OTAU007566-RA,0.051398867,-0.002968663,0.090172545,-0.032922027,0.973736767,NA
OTAU007576-RA,0.206836665,-0.060851431,0.172319514,-0.3531314,0.723989934,NA
OTAU007627-RA,0.163955056,-0.213555645,0.167933281,-1.271669582,0.203490542,NA
OTAU007664-RA,0.296809021,-0.198059151,0.197648502,-1.002077672,0.316306081,NA
OTAU007669-RA,0.093036108,0.02376846,0.091413023,0.26001175,0.79485471,NA
OTAU007670-RA,0.264550595,0.072194182,0.132270583,0.545806791,0.585198755,NA
OTAU007672-RA,0.095679584,0.017701843,0.091130696,0.194246763,0.845982669,NA
OTAU007673-RA,0.13982971,0.015187885,0.090368272,0.168066559,0.866530917,NA
OTAU007681-RA,0.388278136,0.270416278,0.198485674,1.362396954,0.173072644,NA
OTAU007689-RA,0.365476439,-0.128929525,0.196070904,-0.657565821,0.510817163,NA
OTAU007690-RA,0.140859506,-0.073180707,0.091899784,-0.796309893,NA,NA
OTAU007691-RA,0.136466215,-0.021514715,0.120088813,-0.1791567,0.857814662,NA
OTAU007694-RA,0.097227711,-0.021350508,0.094362058,-0.22626158,0.820997978,NA
OTAU007695-RA,0.058542135,0.012396278,0.090377348,0.137161341,0.890903268,NA
OTAU007699-RA,0.545171829,-0.050923528,0.214910147,-0.236952648,0.812693525,NA
OTAU007700-RA,0.409657468,0.018550431,0.208743032,0.088867306,0.929187367,NA
OTAU007720-RA,0.08040922,-0.035042423,0.1189783,-0.29452785,0.768354585,NA
OTAU007746-RA,0.627054921,-0.078777506,0.174919518,-0.450364296,0.652447785,NA
OTAU007747-RA,0.142206107,0.062403314,0.14028203,0.444841826,0.656434065,NA
OTAU007757-RA,0.581395993,-0.182565816,0.262918737,-0.694381155,0.487443209,NA
OTAU007782-RA,0.09990462,0.039776929,0.124179195,0.320318784,0.748726685,NA
OTAU007791-RA,0.070528665,-0.021609783,0.090346649,-0.239187434,0.810960246,NA
OTAU007825-RA,0.512939474,-0.158690183,0.260374373,-0.609469284,0.542213427,NA
OTAU007830-RA,0.454893556,0.127581955,0.217401981,0.586848172,0.557305681,NA
OTAU007834-RA,0.28533222,-0.052127046,0.129009417,-0.404056129,0.686171445,NA
OTAU007860-RA,0.057176859,-0.051333196,0.090603284,-0.566571036,0.571005658,NA
OTAU007887-RA,0.61619491,0.305521263,0.264357266,1.155713507,0.247798361,NA
OTAU007894-RA,0.128268173,0.054230154,0.154508425,0.350985096,0.72559953,NA
OTAU007900-RA,0.234954293,0.026020139,0.141683587,0.183649632,0.854288325,NA
OTAU007937-RA,0.576950522,-0.075391317,0.190872323,-0.394982969,0.692855457,NA
OTAU007958-RA,0.101639541,-0.069863739,0.098284428,-0.710832226,0.477188208,NA
OTAU007985-RA,0.43396025,0.053385075,0.146378094,0.36470672,0.715330342,NA
OTAU007996-RA,0.157812528,0.048593779,0.124411472,0.390589214,0.696100899,NA
OTAU008002-RA,0.093882764,-0.012495203,0.09148531,-0.136581527,0.891361579,NA
OTAU008010-RA,0.091923972,-0.007262581,0.090955025,-0.079848041,0.936358115,NA
OTAU008012-RA,0.221525255,-0.015846404,0.183877342,-0.08617921,0.931323957,NA
OTAU008019-RA,0.220788617,0.00236743,0.099589503,0.023771888,0.981034564,NA
OTAU008043-RA,0.482844546,-0.039941618,0.21308068,-0.187448333,0.85130913,NA
OTAU008045-RA,0.060105893,-0.001290745,0.09007089,-0.014330329,0.988566443,NA
OTAU008059-RA,0.116412185,0.001564677,0.0970724,0.016118661,0.987139726,NA
OTAU008060-RA,0.177424871,0.049415442,0.096552769,0.511797248,0.608792917,NA
OTAU008079-RA,0.548476365,-0.052433138,0.244720985,-0.214256814,0.830346794,NA
OTAU008080-RA,0.351918084,0.069039039,0.197709451,0.349194427,0.72694335,NA
OTAU008081-RA,0.139713255,0.004792464,0.189568248,0.025280943,0.979830874,NA
OTAU008083-RA,0.051555285,-0.014244956,0.090210443,-0.157908055,0.87452925,NA
OTAU008198-RA,0.118553491,0.083431166,0.127839993,0.652621797,0.51400013,NA
OTAU008202-RA,0.056128911,-0.002293555,0.090158425,-0.025439163,0.979704673,NA
OTAU008234-RA,17.95219255,-0.867742328,0.269829271,-3.215893984,NA,NA
OTAU008256-RA,0.152878382,0.014788184,0.150961734,0.09795982,0.921964198,NA
OTAU008258-RA,0.560894698,-0.109199183,0.243849383,-0.447814064,0.654287392,NA
OTAU008283-RA,0.116205697,-0.011633363,0.090713763,-0.128242537,0.897957038,NA
OTAU008288-RA,0.557713064,0.151454423,0.230805253,0.656200068,0.511695405,NA
OTAU008289-RA,0.363413448,0.471404808,0.222902972,2.114843084,0.034443323,NA
OTAU008290-RA,0.462884122,0.102613253,0.228812561,0.448459877,0.653821337,NA
OTAU008291-RA,0.218758466,0.23836181,0.193981659,1.228785297,0.219152315,NA
OTAU008292-RA,0.587142114,-0.032150132,0.256598432,-0.125293562,0.900291149,NA
OTAU008294-RA,0.26064527,-0.014909469,0.147083924,-0.101367087,0.919259063,NA
OTAU008296-RA,0.097966897,-0.034713353,0.091190582,-0.380668177,0.703449485,NA
OTAU008314-RA,0.252846434,-0.236266298,0.19616376,-1.204433977,0.228421886,NA
OTAU008323-RA,0.309568606,-0.048424221,0.234311765,-0.206665769,0.836270893,NA
OTAU008328-RA,0.621771463,0.764656381,0.26781774,2.855137154,0.004301825,NA
OTAU008357-RA,0.644800952,0.395586409,0.251658503,1.571917519,0.115969681,NA
OTAU008375-RA,0.052935318,0.014214014,0.090562851,0.156951923,0.875282738,NA
OTAU008398-RA,0.104871667,0.034589182,0.126499316,0.27343375,0.784519812,NA
OTAU008407-RA,0.062085639,0.04729903,0.090410711,0.523157373,0.600864743,NA
OTAU008408-RA,0.164916161,-0.020859225,0.151400615,-0.137775037,0.890418214,NA
OTAU008416-RA,0.131263252,0.147460292,0.178391255,0.826611667,0.408457203,NA
OTAU008419-RA,0.647089952,0.253747449,0.246540178,1.029233659,0.303369889,NA
OTAU008421-RA,0.300359108,0.095923484,0.206450756,0.464631303,0.642195511,NA
OTAU008432-RA,0.470435873,-0.553487267,0.260736248,-2.122786038,0.033771785,NA
OTAU008437-RA,0.451046252,0.034530256,0.216250539,0.159677087,0.873135451,NA
OTAU008447-RA,0.102687827,-0.08130092,0.156882268,-0.518228869,0.604298595,NA
OTAU008461-RA,0.369734286,-0.235597493,0.213934461,-1.101260134,0.270783456,NA
OTAU008467-RA,0.191119592,-0.011364621,0.138080795,-0.082304137,0.934404865,NA
OTAU008481-RA,0.086381359,0.106890268,0.164819953,0.648527473,0.516643848,NA
OTAU008482-RA,0.212434868,0.105994476,0.183943968,0.576232408,0.564458103,NA
OTAU008483-RA,0.642446882,0.155642898,0.268635198,0.579383861,0.562330191,NA
OTAU008491-RA,0.093026437,0.007120086,0.159779521,0.044561945,0.964456476,NA
OTAU008494-RA,0.373996292,-0.004769596,0.214252632,-0.02226155,0.98223932,NA
OTAU008495-RA,0.047032063,0.008196057,0.090213996,0.090851276,0.927610766,NA
OTAU008498-RA,0.283296667,0.167901461,0.219997002,0.763198861,0.445344808,NA
OTAU008527-RA,0.149031243,0.224452132,0.189861277,1.182190153,0.237130259,NA
OTAU008528-RA,0.103357923,0.05575273,0.091052046,0.612317161,0.540327938,NA
OTAU008529-RA,0.081997851,0.059917766,0.091034524,0.658187287,0.510417793,NA
OTAU008531-RA,0.6042196,-0.170664232,0.261291315,-0.653156925,0.513655117,NA
OTAU008593-RA,0.139471673,-0.052237023,0.195283881,-0.267492752,0.789089794,NA
OTAU008610-RA,0.393413907,0.058479473,0.192243189,0.304195291,0.760979112,NA
OTAU008626-RA,0.403892683,-0.21869068,0.195190471,-1.120396289,0.262544926,NA
OTAU008632-RA,0.077014659,-0.001290751,0.09007089,-0.014330386,0.988566398,NA
OTAU008645-RA,0.083032528,-0.017980263,0.090196835,-0.199344722,0.841993098,NA
OTAU008648-RA,0.328013251,-0.230801796,0.197396396,-1.169230038,0.242310962,NA
OTAU008658-RA,0.174347849,-0.008610898,0.092725833,-0.092864067,0.926011553,NA
OTAU008659-RA,0.152333714,0.094786219,0.158809865,0.596853469,0.550605216,NA
OTAU008662-RA,0.487360787,-0.38196728,0.242091572,-1.577780163,0.114616123,NA
OTAU008701-RA,0.248523383,0.081497079,0.173820022,0.468858987,0.639170434,NA
OTAU008709-RA,0.047624022,-0.01785385,0.090540325,-0.197192245,0.843677099,NA
OTAU008713-RA,0.286851838,-0.306093579,0.167734263,-1.82487212,0.068020329,NA
OTAU008714-RA,0.160677852,-0.067938987,0.122692239,-0.553734999,0.579760219,NA
OTAU008717-RA,0.464974964,-0.055562578,0.171118208,-0.324702897,0.745405942,NA
OTAU008729-RA,0.028662777,0.033117047,0.090092756,0.36758834,0.71318021,NA
OTAU008731-RA,0.388858297,0.103746597,0.191914998,0.540586185,0.588792842,NA
OTAU008732-RA,0.12920137,-0.000533396,0.122625018,-0.00434981,0.996529365,NA
OTAU008768-RA,0.091759669,-0.033642825,0.121914822,-0.275953529,0.782583759,NA
OTAU008769-RA,0.567903765,-0.472449175,0.261170182,-1.808970575,0.070455575,NA
OTAU008770-RA,0.047348416,0.033180647,0.090098964,0.368268901,0.712672739,NA
OTAU008773-RA,0.047905022,-0.002334452,0.090168975,-0.025889745,0.97934528,NA
OTAU008775-RA,0.122887781,-0.009370916,0.092518583,-0.101286854,0.919322751,NA
OTAU008798-RA,0.110679122,0.071279299,0.090922268,0.783958655,0.433064371,NA
OTAU008802-RA,0.038773516,-0.001290742,0.09007089,-0.014330293,0.988566472,NA
OTAU008819-RA,0.277841369,0.182165344,0.2033242,0.895935377,0.370287279,NA
OTAU008844-RA,0.391001024,-0.130719244,0.230633683,-0.566782971,0.570861642,NA
OTAU008894-RA,0.172599855,0.039918444,0.179440697,0.222460372,0.823955519,NA
OTAU008899-RA,0.384457609,-0.024519769,0.246584465,-0.099437606,0.920790825,NA
OTAU008904-RA,0.648402406,0.165208213,0.261309756,0.632231322,0.527235733,NA
OTAU008905-RA,0.438858786,-0.006813571,0.196595796,-0.034657768,0.972352637,NA
OTAU008907-RA,0.03672434,-0.001290962,0.090070786,-0.014332748,0.988564513,NA
OTAU008917-RA,0.379237692,-0.009982391,0.250621334,-0.039830574,0.968228201,NA
OTAU008927-RA,0.058165084,0.019453577,0.090183192,0.215711776,0.829212421,NA
OTAU008929-RA,0.04677553,0.018931121,0.090452704,0.209293037,0.834219487,NA
OTAU008978-RA,0.052878289,-0.019112863,0.090159083,-0.211990436,0.832114496,NA
OTAU009005-RA,0.189910966,-0.070481385,0.197620027,-0.356651025,0.721353074,NA
OTAU009006-RA,0.503868411,0.09515892,0.170221276,0.559030705,0.576140765,NA
OTAU009015-RA,0.335392874,0.134050013,0.221806576,0.604355448,0.545607349,NA
OTAU009024-RA,0.409621038,0.273849813,0.198629815,1.378694398,0.167988997,NA
OTAU009029-RA,0.047496498,-0.036548037,0.090185794,-0.405252702,0.68529177,NA
OTAU009050-RA,0.370188697,0.089080689,0.116253988,0.766259214,0.443522081,NA
OTAU009056-RA,0.099505258,0.082908267,0.126591631,0.654926916,0.51251481,NA
OTAU009075-RA,0.269992168,-0.082978215,0.165085874,-0.502636677,0.615219738,NA
OTAU009076-RA,0.122394952,-0.130275497,0.168148059,-0.774766582,0.438477599,NA
OTAU009125-RA,0.291284843,0.00593969,0.176112611,0.033726662,0.973095118,NA
OTAU009150-RA,0.106726852,-0.035968312,0.094459905,-0.380778619,0.703367526,NA
OTAU009157-RA,0.433201202,-0.047955873,0.094947703,-0.505076704,0.613504963,NA
OTAU009158-RA,0.523551238,0.163330353,0.229408731,0.711962236,0.476488161,NA
OTAU009159-RA,0.337168109,0.065620255,0.199547642,0.328845052,0.742272808,NA
OTAU009161-RA,0.538445039,0.110507304,0.259439753,0.42594592,0.670147253,NA
OTAU009162-RA,0.370023553,-0.019898064,0.213125431,-0.093363161,0.925615056,NA
OTAU009185-RA,0.645845151,0.191410153,0.265427717,0.721138526,0.47082429,NA
OTAU009211-RA,437.4948981,-0.454068932,0.262604444,-1.729098431,NA,NA
OTAU009241-RA,0.52304586,-0.36563238,0.265995292,-1.374582146,0.169261027,NA
OTAU009281-RA,0.07249316,0.005023451,0.091061816,0.055165284,0.956006786,NA
OTAU009283-RA,0.025726125,0.002424055,0.090149044,0.026889411,0.978547939,NA
OTAU009284-RA,0.381188488,0.205474708,0.236615349,0.86839129,0.385180161,NA
OTAU009306-RA,0.314189743,-0.25983966,0.196413114,-1.32292419,0.18586059,NA
OTAU009320-RA,0.37240454,-0.03925795,0.218560501,-0.179620518,0.857450496,NA
OTAU009323-RA,0.334410213,-0.02978911,0.253197802,-0.117651536,0.906343769,NA
OTAU009324-RA,0.500169109,0.000468498,0.256209756,0.001828572,0.998541011,NA
OTAU009326-RA,0.215565576,0.26959897,0.196234476,1.373861391,0.169484718,NA
OTAU009327-RA,0.207621831,-0.076844888,0.118088126,-0.650741873,0.515213128,NA
OTAU009330-RA,0.082108261,0.049922486,0.090493712,0.551668007,0.581175833,NA
OTAU009355-RA,0.147545895,0.053676836,0.183138589,0.293094079,0.769450242,NA
OTAU009357-RA,0.587347123,-0.07569627,0.267305618,-0.28318249,0.77703695,NA
OTAU009360-RA,0.401399452,0.22931691,0.235135046,0.975256191,0.329433195,NA
OTAU009362-RA,0.027276838,0.029233883,0.0901363,0.324329745,0.745688403,NA
OTAU009374-RA,0.079359784,-0.026999865,0.090814459,-0.297307996,0.766231378,NA
OTAU009384-RA,0.103624122,0.06139491,0.090957131,0.674987321,0.49968382,NA
OTAU009386-RA,0.16131445,0.05179384,0.116291868,0.445378002,0.656046606,NA
OTAU009403-RA,0.442753465,0.082204356,0.202507761,0.405931877,0.684792655,NA
OTAU009404-RA,0.142459282,0.063461306,0.166653666,0.380797539,0.703353486,NA
OTAU009405-RA,0.031839984,0.029973504,0.090120914,0.332592099,0.739442208,NA
OTAU009406-RA,0.133542392,-0.000515172,0.151752938,-0.003394807,0.997291341,NA
OTAU009410-RA,0.031545849,0.031489181,0.090212687,0.349054901,0.727048093,NA
OTAU009421-RA,0.340748519,0.04748705,0.230790213,0.205758508,0.836979553,NA
OTAU009422-RA,0.268394648,0.349668829,0.183985329,1.900525607,0.057364178,NA
OTAU009435-RA,0.607732166,-0.081898505,0.176304936,-0.464527578,0.642269806,NA
OTAU009447-RA,0.310744158,-0.141673901,0.136856114,-1.035203301,NA,NA
OTAU009450-RA,0.173672717,-0.026659335,0.091165439,-0.292428087,0.769959336,NA
OTAU009452-RA,0.111585864,0.069687146,0.090752203,0.767883796,0.442556225,NA
OTAU009455-RA,0.159750209,0.03584092,0.204904295,0.174915418,0.861146095,NA
OTAU009459-RA,0.060592399,0.033690887,0.090180737,0.373592947,0.708707182,NA
OTAU009461-RA,0.039506179,-0.001291922,0.090070328,-0.014343483,0.988555949,NA
OTAU009462-RA,0.061302336,0.014953076,0.090205465,0.165766858,0.868340429,NA
OTAU009468-RA,0.450384087,0.011454378,0.23356945,0.049040567,0.960886967,NA
OTAU009469-RA,0.045590255,-0.035456135,0.090074464,-0.393631378,0.693853212,NA
OTAU009472-RA,0.129827979,-0.104313135,0.121118302,-0.861249978,0.389100379,NA
OTAU009484-RA,0.27975064,-0.136848053,0.216006825,-0.633535783,0.526383821,NA
OTAU009538-RA,0.088469902,-0.108401857,0.130799649,-0.828762596,0.407238757,NA
OTAU009539-RA,0.230328429,0.023852508,0.179381524,0.132970817,0.89421646,NA
OTAU009541-RA,0.090625904,-0.051671513,0.090313639,-0.572134104,0.567231126,NA
OTAU009542-RA,0.266023462,0.109030058,0.140880885,0.773916618,0.438980102,NA
OTAU009543-RA,0.073624284,-0.021724949,0.090311462,-0.240555831,0.809899386,NA
OTAU009578-RA,0.287796375,-0.19615613,0.179004634,-1.095815933,0.273159334,NA
OTAU009588-RA,0.165707826,-0.022192355,0.134491097,-0.165009842,0.868936236,NA
OTAU009589-RA,0.088776729,-0.040009706,0.091183647,-0.438781595,0.660819798,NA
OTAU009594-RA,0.406299334,0.64318497,0.241532794,2.662930189,0.007746348,NA
OTAU009605-RA,5.738628226,0.376946772,0.200663204,1.878504699,NA,NA
OTAU009606-RA,1.196641257,0.133505111,0.131529428,1.015020844,NA,NA
OTAU009609-RA,0.328672428,-0.046218153,0.173371044,-0.266585191,0.789788559,NA
OTAU009614-RA,0.198440363,0.109889902,0.196877488,0.558163875,0.576732486,NA
OTAU009615-RA,0.228313886,-0.01630836,0.183683713,-0.088785009,0.929252772,NA
OTAU009616-RA,0.210356947,0.063631158,0.125914132,0.505353584,0.613310514,NA
OTAU009617-RA,0.331926699,-0.434473201,0.214194537,-2.028404677,0.042518963,NA
OTAU009618-RA,0.200579737,0.052226824,0.178238953,0.29301577,0.769510098,NA
OTAU009660-RA,0.223746563,-0.261383067,0.179080552,-1.459583769,0.144404503,NA
OTAU009680-RA,0.030013388,-0.006555794,0.090314629,-0.072588394,0.942133663,NA
OTAU009708-RA,0.420765416,-0.094411416,0.14105067,-0.669343978,0.503276079,NA
OTAU009709-RA,0.185132747,-2.27E-05,0.09147322,-0.000248009,0.999802117,NA
OTAU009711-RA,0.257582285,-0.28571635,0.210926108,-1.354580294,0.175551315,NA
OTAU009714-RA,0.042349495,0.008648043,0.09035229,0.09571471,0.923747158,NA
OTAU009716-RA,0.60757827,-0.230225683,0.254884759,-0.903254023,0.366391092,NA
OTAU009720-RA,0.382911328,0.329812007,0.229917848,1.43447762,0.151436011,NA
OTAU009722-RA,0.062270613,-0.017252024,0.090196191,-0.191272207,0.848312334,NA
OTAU009786-RA,0.5939667,0.214541429,0.225519982,0.951318933,0.341442499,NA
OTAU009795-RA,0.180896101,0.172837594,0.206949065,0.835169729,0.403622151,NA
OTAU009797-RA,0.589149319,-0.070414295,0.264307214,-0.266410797,0.789922851,NA
OTAU009798-RA,0.193573343,-0.22350652,0.187423399,-1.192521968,0.233056642,NA
OTAU009799-RA,28.85841569,-0.759575142,0.270975433,-2.803114415,NA,NA
OTAU009850-RA,0.51006438,-0.406888049,0.261328514,-1.556998291,0.119470891,NA
OTAU009852-RA,0.034280514,0.03271847,0.09021842,0.362658421,0.716860063,NA
OTAU009854-RA,0.653908525,0.040852113,0.230320033,0.177371081,0.859216921,NA
OTAU009903-RA,0.094212009,-0.142982105,0.136299707,-1.049027238,0.294165582,NA
OTAU009904-RA,0.187627179,-0.033992296,0.150919494,-0.225234627,0.821796753,NA
