CHROM,pvalue
OTAU002654-RA,0.851510305
OTAU011242-RA,0.851774541
OTAU000541-RA,0.851855879
OTAU006539-RA,0.85192474
OTAU010346-RA,0.85197161
OTAU010536-RA,0.852128902
OTAU012072-RA,0.852182504
OTAU014059-RA,0.852073181
OTAU004202-RA,0.852267944
OTAU010470-RA,0.852479261
OTAU012013-RA,0.852414226
OTAU012038-RA,0.852458329
OTAU002651-RA,0.852579296
OTAU004727-RA,0.852941454
OTAU006861-RA,0.852908173
OTAU009475-RA,0.85283779
OTAU010119-RA,0.852875823
OTAU012093-RA,0.852646734
OTAU014564-RA,0.85275489
OTAU002817-RA,0.853539222
OTAU006613-RA,0.853585381
OTAU008052-RA,0.853515979
OTAU008877-RA,0.853359466
OTAU010800-RA,0.853582554
OTAU008392-RA,0.853681689
OTAU010292-RA,0.853749956
OTAU011386-RA,0.854026052
OTAU000962-RA,0.854283638
OTAU004539-RA,0.854322716
OTAU007809-RA,0.854336375
OTAU007462-RA,0.854528947
OTAU007844-RA,0.854550373
OTAU010553-RA,0.854620038
OTAU016673-RA,0.854712129
OTAU008621-RA,0.85509364
OTAU015343-RA,0.855264635
OTAU017391-RA,0.855210675
OTAU000678-RA,0.855660705
OTAU012202-RA,0.855566109
OTAU015303-RA,0.855599637
OTAU001871-RA,0.855969681
OTAU002152-RA,0.855769228
OTAU007561-RA,0.855942063
OTAU009525-RA,0.855883286
OTAU010414-RA,0.855989242
OTAU011624-RA,0.85605265
OTAU007642-RA,0.856239596
OTAU010321-RA,0.856315068
OTAU011750-RA,0.856305194
OTAU011914-RA,0.856341433
OTAU003879-RA,0.856576263
OTAU006915-RA,0.856427947
OTAU008930-RA,0.856606734
OTAU013612-RA,0.856592455
OTAU006267-RA,0.856716022
OTAU006438-RA,0.856802024
OTAU009583-RA,0.85673887
OTAU000123-RA,0.856897235
OTAU001697-RA,0.857048982
OTAU005091-RA,0.857110847
OTAU003531-RA,0.857294
OTAU006648-RA,0.857318785
OTAU015483-RA,0.857350655
OTAU001309-RA,0.857416843
OTAU007236-RA,0.857652637
OTAU015178-RA,0.857762625
OTAU000687-RA,0.857915873
OTAU017145-RA,0.858107982
OTAU007823-RA,0.85835942
OTAU010655-RA,0.858308359
OTAU006611-RA,0.85845193
OTAU000565-RA,0.859452712
OTAU003732-RA,0.859339486
OTAU004245-RA,0.859717549
OTAU005619-RA,0.859301018
OTAU006476-RA,0.859553252
OTAU006487-RA,0.859394165
OTAU008821-RA,0.859738723
OTAU009139-RA,0.859103361
OTAU009517-RA,0.859420407
OTAU010882-RA,0.858932946
OTAU010998-RA,0.859171699
OTAU011855-RA,0.85966558
OTAU013033-RA,0.859588751
OTAU014385-RA,0.858932137
OTAU015485-RA,0.85941365
OTAU017068-RA,0.858787817
OTAU000750-RA,0.860339822
OTAU002679-RA,0.860218765
OTAU002684-RA,0.860372717
OTAU009206-RA,0.860201127
OTAU010546-RA,0.860390104
OTAU011932-RA,0.860246349
OTAU013413-RA,0.860105635
OTAU015241-RA,0.860025647
OTAU000847-RA,0.860570463
OTAU000574-RA,0.860748484
OTAU000932-RA,0.861342794
OTAU001486-RA,0.860932761
OTAU005396-RA,0.86128598
OTAU005985-RA,0.861322979
OTAU009183-RA,0.861109323
OTAU010257-RA,0.860735801
OTAU014056-RA,0.861136738
OTAU014423-RA,0.861268025
OTAU015394-RA,0.861162504
OTAU015590-RA,0.861188773
OTAU016381-RA,0.86107028
OTAU009879-RA,0.861500304
OTAU011594-RA,0.861504041
OTAU009581-RA,0.861668874
OTAU010720-RA,0.861673679
OTAU003665-RA,0.861822575
OTAU001365-RA,0.861956706
OTAU015111-RA,0.861913144
OTAU011231-RA,0.862135516
OTAU000840-RA,0.862700323
OTAU001046-RA,0.862455254
OTAU001105-RA,0.863128319
OTAU001211-RA,0.862563567
OTAU003844-RA,0.86256862
OTAU004420-RA,0.863145338
OTAU005754-RA,0.86270446
OTAU006494-RA,0.862791765
OTAU006541-RA,0.86310078
OTAU006778-RA,0.862756866
OTAU007530-RA,0.862617961
OTAU008137-RA,0.862938992
OTAU008980-RA,0.862891402
OTAU009519-RA,0.862266995
OTAU010678-RA,0.863069682
OTAU007257-RA,0.863224265
OTAU013817-RA,0.863317238
OTAU000701-RA,0.863556443
OTAU003895-RA,0.863458655
OTAU006909-RA,0.863645939
OTAU009898-RA,0.863459522
OTAU012242-RA,0.863764873
OTAU016801-RA,0.863671979
OTAU017077-RA,0.863730083
OTAU006885-RA,0.863840922
OTAU000686-RA,0.864205232
OTAU010967-RA,0.864190631
OTAU011021-RA,0.864256334
OTAU001881-RA,0.864460655
OTAU008344-RA,0.864503166
OTAU012822-RA,0.864487028
OTAU002414-RA,0.864746691
OTAU004544-RA,0.864748955
OTAU005513-RA,0.864911615
OTAU001268-RA,0.865206857
OTAU005315-RA,0.865096434
OTAU013350-RA,0.865207044
OTAU004847-RA,0.865401137
OTAU007630-RA,0.865537676
OTAU007921-RA,0.865515409
OTAU009440-RA,0.865522016
OTAU013509-RA,0.865329274
OTAU005791-RA,0.865697469
OTAU003078-RA,0.865959563
OTAU016639-RA,0.865895734
OTAU000437-RA,0.866355068
OTAU001303-RA,0.866902924
OTAU002614-RA,0.866310961
OTAU004204-RA,0.866851718
OTAU008143-RA,0.866927602
OTAU008636-RA,0.866965499
OTAU009566-RA,0.866636911
OTAU009743-RA,0.866483322
OTAU010700-RA,0.866597141
OTAU013979-RA,0.866633806
OTAU015134-RA,0.866920964
OTAU016073-RA,0.866755935
OTAU004148-RA,0.867134018
OTAU005499-RA,0.867338057
OTAU008643-RA,0.867471999
OTAU012329-RA,0.867416692
OTAU014730-RA,0.867361839
OTAU011259-RA,0.867666384
OTAU002517-RA,0.867857066
OTAU007575-RA,0.867899801
OTAU012789-RA,0.867889548
OTAU000684-RA,0.868021889
OTAU008004-RA,0.868092925
OTAU004166-RA,0.868160738
OTAU002542-RA,0.868267879
OTAU000052-RA,0.868460397
OTAU009705-RA,0.868381743
OTAU015391-RA,0.868502208
OTAU008508-RA,0.868629637
OTAU013809-RA,0.868638404
OTAU004077-RA,0.868718418
OTAU006374-RA,0.86896597
OTAU002861-RA,0.86934021
OTAU003449-RA,0.869406974
OTAU006381-RA,0.869257513
OTAU012568-RA,0.869204226
OTAU014307-RA,0.869366075
OTAU016012-RA,0.869387361
OTAU006344-RA,0.869653177
OTAU015532-RA,0.869674131
OTAU001097-RA,0.869896209
OTAU004659-RA,0.869900873
OTAU005053-RA,0.870029328
OTAU004941-RA,0.870283857
OTAU006311-RA,0.870404592
OTAU000430-RA,0.870798882
OTAU000455-RA,0.870763851
OTAU010131-RA,0.870789065
OTAU012096-RA,0.870826185
OTAU016271-RA,0.870521982
OTAU016990-RA,0.8708178
OTAU000682-RA,0.871826215
OTAU001372-RA,0.871700834
OTAU001428-RA,0.871847165
OTAU001692-RA,0.871720708
OTAU003812-RA,0.871188166
OTAU008497-RA,0.871451643
OTAU009768-RA,0.871197906
OTAU011427-RA,0.871132511
OTAU011519-RA,0.871327149
OTAU011887-RA,0.871389981
OTAU012190-RA,0.871770677
OTAU014964-RA,0.871383612
OTAU015588-RA,0.871556588
OTAU015671-RA,0.871510365
OTAU002759-RA,0.871915457
OTAU000250-RA,0.872113584
OTAU000885-RA,0.872339895
OTAU002244-RA,0.87252836
OTAU003641-RA,0.872494028
OTAU005144-RA,0.872278668
OTAU007578-RA,0.87213194
OTAU008538-RA,0.872562305
OTAU010722-RA,0.872531863
OTAU015039-RA,0.872266512
OTAU017091-RA,0.872780257
OTAU000809-RA,0.872969857
OTAU001736-RA,0.873325435
OTAU003389-RA,0.873283032
OTAU016217-RA,0.873222693
OTAU002865-RA,0.873481638
OTAU004012-RA,0.873541913
OTAU009521-RA,0.873590389
OTAU001056-RA,0.873783334
OTAU001699-RA,0.873844337
OTAU007661-RA,0.874078464
OTAU014191-RA,0.874017825
OTAU006905-RA,0.874386701
OTAU009084-RA,0.874419596
OTAU006372-RA,0.874623061
OTAU008055-RA,0.874568389
OTAU000180-RA,0.874909106
OTAU003807-RA,0.874930851
OTAU009111-RA,0.874973524
OTAU013084-RA,0.874831931
OTAU015277-RA,0.875004147
OTAU013678-RA,0.875080048
OTAU010425-RA,0.875183973
OTAU006232-RA,0.875320278
OTAU007450-RA,0.875439099
OTAU004912-RA,0.875645827
OTAU004590-RA,0.875986259
OTAU005840-RA,0.876088551
OTAU007568-RA,0.876098457
OTAU008850-RA,0.875992839
OTAU011653-RA,0.876051467
OTAU013682-RA,0.876047568
OTAU000125-RA,0.877645013
OTAU001052-RA,0.879336548
OTAU001202-RA,0.879405428
OTAU001533-RA,0.876634694
OTAU001790-RA,0.878369661
OTAU001848-RA,0.878915097
OTAU001904-RA,0.877902149
OTAU001962-RA,0.878161934
OTAU002162-RA,0.878981857
OTAU002747-RA,0.879005293
OTAU003181-RA,0.87688865
OTAU003481-RA,0.879028335
OTAU003549-RA,0.879404661
OTAU003564-RA,0.879258865
OTAU004168-RA,0.878330214
OTAU004339-RA,0.876690782
OTAU004701-RA,0.876767542
OTAU004822-RA,0.87738549
OTAU004926-RA,0.877745026
OTAU005370-RA,0.877437813
OTAU005384-RA,0.879544851
OTAU005642-RA,0.879059643
OTAU005751-RA,0.877830919
OTAU005899-RA,0.877995434
OTAU006047-RA,0.876571841
OTAU006402-RA,0.879083983
OTAU007008-RA,0.876722343
OTAU007103-RA,0.879017621
OTAU007319-RA,0.877380117
OTAU007395-RA,0.877539041
OTAU007969-RA,0.877524287
OTAU008600-RA,0.877167744
OTAU008994-RA,0.878910775
OTAU009226-RA,0.8783871
OTAU009837-RA,0.876757834
OTAU010106-RA,0.878035004
OTAU010872-RA,0.879122464
OTAU011108-RA,0.877307604
OTAU011249-RA,0.878354338
OTAU011388-RA,0.877408297
OTAU011501-RA,0.878651592
OTAU011761-RA,0.87761991
OTAU011899-RA,0.878142197
OTAU011911-RA,0.879504768
OTAU012484-RA,0.879374877
OTAU013013-RA,0.877316621
OTAU013994-RA,0.878131092
OTAU014838-RA,0.877953747
OTAU015508-RA,0.879533666
OTAU015911-RA,0.878007849
OTAU015969-RA,0.876207177
OTAU016748-RA,0.877783607
OTAU016774-RA,0.879337762
OTAU004412-RA,0.879723941
OTAU000382-RA,0.879955995
OTAU000688-RA,0.880169368
OTAU000816-RA,0.880299755
OTAU001476-RA,0.880014587
OTAU002753-RA,0.880271709
OTAU003362-RA,0.880271956
OTAU008387-RA,0.880257616
OTAU016602-RA,0.880111426
OTAU005996-RA,0.88049528
OTAU002110-RA,0.881330122
OTAU003748-RA,0.881272349
OTAU005916-RA,0.881091364
OTAU006037-RA,0.880653109
OTAU008379-RA,0.880944817
OTAU010339-RA,0.880906627
OTAU011736-RA,0.880743418
OTAU012825-RA,0.881173075
OTAU013035-RA,0.88132036
OTAU015623-RA,0.881347161
OTAU015672-RA,0.880960725
OTAU016242-RA,0.881036202
OTAU000293-RA,0.88189138
OTAU001584-RA,0.881966431
OTAU001786-RA,0.881788902
OTAU005489-RA,0.881952306
OTAU010762-RA,0.882029987
OTAU013339-RA,0.882024498
OTAU007739-RA,0.882225057
OTAU011944-RA,0.882263422
OTAU012989-RA,0.882266409
OTAU006348-RA,0.882524034
OTAU014677-RA,0.882493735
OTAU001553-RA,0.882605927
OTAU000341-RA,0.882749454
OTAU000009-RA,0.882970571
OTAU002331-RA,0.88315715
OTAU010557-RA,0.883307413
OTAU016527-RA,0.883267175
OTAU000179-RA,0.883409819
OTAU007180-RA,0.883442638
OTAU015193-RA,0.883534975
OTAU002306-RA,0.883999012
OTAU000839-RA,0.88406628
OTAU005641-RA,0.884280461
OTAU007594-RA,0.884247789
OTAU012951-RA,0.884185659
OTAU011250-RA,0.884425412
OTAU000026-RA,0.884641648
OTAU005016-RA,0.884606245
OTAU008335-RA,0.884701333
OTAU014166-RA,0.88460964
OTAU000133-RA,0.885275644
OTAU001089-RA,0.88513845
OTAU002008-RA,0.885385253
OTAU002774-RA,0.884972912
OTAU003208-RA,0.88511684
OTAU005673-RA,0.885431761
OTAU005911-RA,0.885043688
OTAU008128-RA,0.885364765
OTAU010881-RA,0.885391053
OTAU011409-RA,0.884986604
OTAU003213-RA,0.885528438
OTAU004929-RA,0.885565567
OTAU002671-RA,0.88596219
OTAU002829-RA,0.885785083
OTAU003462-RA,0.88603611
OTAU003592-RA,0.886061749
OTAU003735-RA,0.885998968
OTAU004141-RA,0.886087232
OTAU006737-RA,0.885715825
OTAU010611-RA,0.885836501
OTAU015165-RA,0.886482219
OTAU013098-RA,0.886570507
OTAU005727-RA,0.886851526
OTAU005924-RA,0.886858964
OTAU015692-RA,0.886846108
OTAU016848-RA,0.886769451
OTAU001118-RA,0.887026577
OTAU008077-RA,0.887082681
OTAU012994-RA,0.887112348
OTAU011766-RA,0.88727065
OTAU002251-RA,0.887425956
OTAU008664-RA,0.887582517
OTAU003195-RA,0.88779789
OTAU010586-RA,0.887808225
OTAU015656-RA,0.887869882
OTAU015087-RA,0.888078525
OTAU017004-RA,0.888172602
OTAU004681-RA,0.888560994
OTAU005420-RA,0.888500791
OTAU008675-RA,0.888356818
OTAU014492-RA,0.888518044
OTAU015427-RA,0.888523545
OTAU008354-RA,0.888640776
OTAU003509-RA,0.888807845
OTAU000844-RA,0.888913365
OTAU009862-RA,0.889207633
OTAU008637-RA,0.889398498
OTAU010824-RA,0.889405844
OTAU005209-RA,0.889591992
OTAU005350-RA,0.88953128
OTAU002810-RA,0.890037668
OTAU003761-RA,0.889992525
OTAU004010-RA,0.889913632
OTAU007083-RA,0.890015485
OTAU009948-RA,0.890046017
OTAU014955-RA,0.889944501
OTAU002749-RA,0.89011308
OTAU011728-RA,0.890208956
OTAU008165-RA,0.890465521
OTAU003049-RA,0.890591608
OTAU005470-RA,0.890684159
OTAU000002-RA,0.890962391
OTAU006294-RA,0.891058373
OTAU012468-RA,0.891070516
OTAU015439-RA,0.891084949
OTAU001004-RA,0.891366643
OTAU007725-RA,0.891454261
OTAU013181-RA,0.891486515
OTAU013528-RA,0.891543351
OTAU014037-RA,0.89147004
OTAU016339-RA,0.891347968
OTAU000669-RA,0.89181445
OTAU004493-RA,0.891985122
OTAU006649-RA,0.891787352
OTAU006719-RA,0.8918778
OTAU011230-RA,0.89198662
OTAU003246-RA,0.892085163
OTAU014071-RA,0.892301207
OTAU000583-RA,0.89278558
OTAU001640-RA,0.892723012
OTAU002347-RA,0.892424131
OTAU003511-RA,0.892846422
OTAU004275-RA,0.893312929
OTAU005154-RA,0.893166688
OTAU005588-RA,0.892920703
OTAU005880-RA,0.89330948
OTAU006640-RA,0.893206643
OTAU010710-RA,0.892956714
OTAU010934-RA,0.892751591
OTAU011142-RA,0.892764398
OTAU011404-RA,0.89301275
OTAU012734-RA,0.893320216
OTAU013845-RA,0.893344396
OTAU017020-RA,0.892795802
OTAU010168-RA,0.893464127
OTAU015346-RA,0.893561406
OTAU000450-RA,0.893836459
OTAU003094-RA,0.893785619
OTAU017027-RA,0.89371036
OTAU002760-RA,0.893997322
OTAU003616-RA,0.894020225
OTAU000444-RA,0.894667445
OTAU000685-RA,0.894799147
OTAU003058-RA,0.894753113
OTAU006274-RA,0.894823035
OTAU007564-RA,0.894693855
OTAU013949-RA,0.8945014
OTAU016610-RA,0.894700285
OTAU017252-RA,0.894887878
OTAU012922-RA,0.895021241
OTAU016685-RA,0.895025116
OTAU010562-RA,0.895097233
OTAU014246-RA,0.895171769
OTAU016887-RA,0.895703974
OTAU000149-RA,0.896584428
OTAU000489-RA,0.896612868
OTAU000597-RA,0.898251828
OTAU000645-RA,0.896866119
OTAU000712-RA,0.898436886
OTAU000814-RA,0.895979425
OTAU000982-RA,0.896838251
OTAU001506-RA,0.895929628
OTAU001624-RA,0.896920921
OTAU001877-RA,0.897823773
OTAU001971-RA,0.898233974
OTAU002272-RA,0.898442218
OTAU002632-RA,0.898364657
OTAU003453-RA,0.898245965
OTAU003901-RA,0.897643999
OTAU003918-RA,0.89731133
OTAU004018-RA,0.896302384
OTAU004583-RA,0.897155442
OTAU004885-RA,0.897949182
OTAU005185-RA,0.898485363
OTAU005942-RA,0.897335943
OTAU005983-RA,0.896270256
OTAU006313-RA,0.897055399
OTAU006318-RA,0.896751218
OTAU006903-RA,0.898187941
OTAU007175-RA,0.897381139
OTAU007498-RA,0.897006312
OTAU007710-RA,0.898172182
OTAU008293-RA,0.89709491
OTAU008417-RA,0.897792544
OTAU009030-RA,0.89637629
OTAU009260-RA,0.897558154
OTAU011094-RA,0.896130438
OTAU011472-RA,0.896492786
OTAU011706-RA,0.897935077
OTAU013067-RA,0.897610382
OTAU013928-RA,0.896751618
OTAU014126-RA,0.896390636
OTAU014257-RA,0.895910934
OTAU014821-RA,0.897536145
OTAU016178-RA,0.896169475
OTAU016664-RA,0.897881616
OTAU001206-RA,0.898663759
OTAU004675-RA,0.898684271
OTAU000494-RA,0.899166845
OTAU001384-RA,0.899382607
OTAU001601-RA,0.899065987
OTAU001823-RA,0.898964113
OTAU003313-RA,0.899051183
OTAU005896-RA,0.899212515
OTAU006556-RA,0.899108558
OTAU007182-RA,0.899398823
OTAU009310-RA,0.898973649
OTAU010576-RA,0.899353411
OTAU015926-RA,0.899422504
OTAU000108-RA,0.900179677
OTAU000457-RA,0.900180785
OTAU002167-RA,0.900240786
OTAU002873-RA,0.89969464
OTAU003678-RA,0.900256268
OTAU006129-RA,0.900372049
OTAU006216-RA,0.900369507
OTAU007217-RA,0.900026847
OTAU007584-RA,0.900293867
OTAU009895-RA,0.900409369
OTAU011703-RA,0.89954088
OTAU011956-RA,0.899598393
OTAU012106-RA,0.899797349
OTAU013043-RA,0.90039618
OTAU015792-RA,0.90027004
OTAU011455-RA,0.900564401
OTAU009826-RA,0.900758877
OTAU010701-RA,0.900911788
OTAU001474-RA,0.901022628
OTAU007396-RA,0.90118222
OTAU009990-RA,0.901220748
OTAU011729-RA,0.90134259
OTAU000690-RA,0.901409219
OTAU009870-RA,0.901537617
OTAU013728-RA,0.901650198
OTAU001963-RA,0.901963466
OTAU005480-RA,0.901955082
OTAU010786-RA,0.901922671
OTAU001604-RA,0.90232823
OTAU002314-RA,0.902408175
OTAU002745-RA,0.902401739
OTAU003867-RA,0.902567397
OTAU007931-RA,0.902621767
OTAU008446-RA,0.902179236
OTAU013353-RA,0.902581251
OTAU015284-RA,0.902317582
OTAU015647-RA,0.902065119
OTAU016014-RA,0.902430751
OTAU013686-RA,0.902851993
OTAU013972-RA,0.902810349
OTAU015811-RA,0.902910635
OTAU003271-RA,0.903045998
OTAU000079-RA,0.903310143
OTAU001425-RA,0.903846054
OTAU003009-RA,0.903900754
OTAU003224-RA,0.903821788
OTAU003286-RA,0.903763909
OTAU004579-RA,0.903548778
OTAU006821-RA,0.903901616
OTAU007204-RA,0.903668833
OTAU008435-RA,0.903581117
OTAU008464-RA,0.903345389
OTAU009704-RA,0.903271376
OTAU013838-RA,0.903386211
OTAU007617-RA,0.904002261
OTAU001317-RA,0.904168855
OTAU001865-RA,0.904242187
OTAU008479-RA,0.904234188
OTAU008976-RA,0.904361949
OTAU010549-RA,0.904302492
OTAU011517-RA,0.904452298
OTAU000379-RA,0.90486204
OTAU001693-RA,0.905190974
OTAU003733-RA,0.90515605
OTAU005473-RA,0.904689726
OTAU006013-RA,0.905311312
OTAU006124-RA,0.905036577
OTAU006418-RA,0.90496985
OTAU010141-RA,0.904831098
OTAU011007-RA,0.90531341
OTAU011340-RA,0.904870112
OTAU014511-RA,0.904664808
OTAU014831-RA,0.905188181
OTAU016455-RA,0.905168652
OTAU000522-RA,0.905531511
OTAU004580-RA,0.90564529
OTAU009697-RA,0.905401435
OTAU014481-RA,0.905503479
OTAU016681-RA,0.905652911
OTAU002894-RA,0.90632269
OTAU003178-RA,0.905768034
OTAU003498-RA,0.906314771
OTAU003921-RA,0.906274614
OTAU005329-RA,0.905848356
OTAU006553-RA,0.906435175
OTAU006598-RA,0.906309877
OTAU009536-RA,0.906255127
OTAU013378-RA,0.906400566
OTAU014597-RA,0.906095328
OTAU015807-RA,0.906265063
OTAU017328-RA,0.906428394
OTAU017106-RA,0.906516681
OTAU017238-RA,0.906565957
OTAU004196-RA,0.906699752
OTAU000838-RA,0.907398223
OTAU002907-RA,0.907348812
OTAU004385-RA,0.907349937
OTAU009702-RA,0.906914458
OTAU010612-RA,0.907159004
OTAU012687-RA,0.907351233
OTAU014762-RA,0.906998414
OTAU014987-RA,0.907247948
OTAU015906-RA,0.90716543
OTAU004451-RA,0.907560068
OTAU004564-RA,0.907772597
OTAU011847-RA,0.90759826
OTAU013661-RA,0.907841235
OTAU014222-RA,0.907722023
OTAU014273-RA,0.90778479
OTAU012266-RA,0.908052678
OTAU000021-RA,0.908707086
OTAU001672-RA,0.908911079
OTAU002866-RA,0.908922088
OTAU004958-RA,0.908833513
OTAU005797-RA,0.90856539
OTAU011700-RA,0.908772688
OTAU012799-RA,0.908394254
OTAU013227-RA,0.908564616
OTAU015008-RA,0.908881938
OTAU015626-RA,0.908794627
OTAU008185-RA,0.909056305
OTAU010689-RA,0.909101291
OTAU016765-RA,0.909151403
OTAU005246-RA,0.909310864
OTAU002311-RA,0.909597932
OTAU004389-RA,0.909444218
OTAU009017-RA,0.909546094
OTAU014121-RA,0.909623875
OTAU003268-RA,0.909786657
OTAU010660-RA,0.910020479
OTAU016850-RA,0.909969206
OTAU002368-RA,0.910136551
OTAU002217-RA,0.91021632
OTAU000431-RA,0.910735712
OTAU000872-RA,0.910642471
OTAU001370-RA,0.910638308
OTAU005471-RA,0.910647488
OTAU005758-RA,0.910577346
OTAU006028-RA,0.910570508
OTAU008785-RA,0.910700208
OTAU009313-RA,0.910648716
OTAU006844-RA,0.910901115
OTAU010163-RA,0.910907828
OTAU015512-RA,0.91094512
OTAU000141-RA,0.911301371
OTAU013880-RA,0.911250599
OTAU016701-RA,0.911327378
OTAU016730-RA,0.911251553
OTAU002269-RA,0.911589993
OTAU009691-RA,0.911696868
OTAU012565-RA,0.911696668
OTAU012731-RA,0.911630175
OTAU003832-RA,0.911783289
OTAU008105-RA,0.91184491
OTAU006445-RA,0.912155252
OTAU002783-RA,0.91244055
OTAU003064-RA,0.912305337
OTAU003088-RA,0.912673472
OTAU010381-RA,0.912533638
OTAU011988-RA,0.912618236
OTAU014075-RA,0.912603794
OTAU016525-RA,0.912675798
OTAU000032-RA,0.913809202
OTAU000358-RA,0.913065339
OTAU000881-RA,0.914331816
OTAU001542-RA,0.913626502
OTAU001627-RA,0.91333129
OTAU002235-RA,0.912935794
OTAU002527-RA,0.914357593
OTAU004146-RA,0.913141836
OTAU004792-RA,0.913245016
OTAU004907-RA,0.913012639
OTAU005303-RA,0.914436607
OTAU006244-RA,0.914099574
OTAU006282-RA,0.913575095
OTAU007270-RA,0.914401261
OTAU007537-RA,0.914046647
OTAU007936-RA,0.914389273
OTAU009072-RA,0.913124222
OTAU009265-RA,0.913373143
OTAU009864-RA,0.914249115
OTAU010656-RA,0.913901435
OTAU010789-RA,0.913666636
OTAU011064-RA,0.913265356
OTAU013212-RA,0.912960277
OTAU013237-RA,0.913422466
OTAU013278-RA,0.914295273
OTAU014538-RA,0.913801163
OTAU015075-RA,0.914038022
OTAU001066-RA,0.914770714
OTAU010062-RA,0.914655313
OTAU013056-RA,0.914735296
OTAU001960-RA,0.915211853
OTAU007979-RA,0.914957709
OTAU014567-RA,0.915082447
OTAU015525-RA,0.915048346
OTAU015746-RA,0.915145719
OTAU015979-RA,0.915158427
OTAU005779-RA,0.915532967
OTAU010648-RA,0.915497303
OTAU017076-RA,0.915586923
OTAU001099-RA,0.916179382
OTAU002050-RA,0.916049753
OTAU005788-RA,0.916110608
OTAU006581-RA,0.916198108
OTAU007597-RA,0.915966302
OTAU012292-RA,0.915661931
OTAU012588-RA,0.916237578
OTAU013428-RA,0.915790271
OTAU014815-RA,0.915835661
OTAU015737-RA,0.916182878
OTAU005227-RA,0.916311375
OTAU012267-RA,0.916458344
OTAU007010-RA,0.91665682
OTAU002588-RA,0.916743897
OTAU003515-RA,0.916801638
OTAU004113-RA,0.916950441
OTAU000402-RA,0.918050272
OTAU002672-RA,0.917777334
OTAU002698-RA,0.917385891
OTAU004063-RA,0.917622182
OTAU004911-RA,0.917868118
OTAU005610-RA,0.917581472
OTAU005681-RA,0.917276466
OTAU009169-RA,0.917112458
OTAU009286-RA,0.917291143
OTAU009547-RA,0.918076888
OTAU010390-RA,0.918053676
OTAU010985-RA,0.917397688
OTAU012515-RA,0.918033737
OTAU012748-RA,0.917916828
OTAU013573-RA,0.917532647
OTAU014818-RA,0.917910879
OTAU014878-RA,0.917262798
OTAU015157-RA,0.918208757
OTAU008376-RA,0.918453808
OTAU008443-RA,0.918551663
OTAU016426-RA,0.918706062
OTAU000333-RA,0.918920642
OTAU010104-RA,0.918814974
OTAU011257-RA,0.918857869
OTAU003819-RA,0.919009335
OTAU009002-RA,0.919173646
OTAU015748-RA,0.919347316
OTAU003099-RA,0.919457869
OTAU007015-RA,0.919921186
OTAU005345-RA,0.9201476
OTAU007609-RA,0.920141678
OTAU005055-RA,0.920257734
OTAU001894-RA,0.920683076
OTAU003667-RA,0.920762063
OTAU004381-RA,0.920863171
OTAU004534-RA,0.920615642
OTAU004549-RA,0.92064871
OTAU006389-RA,0.920649866
OTAU010709-RA,0.920618294
OTAU010914-RA,0.920710457
OTAU016480-RA,0.920804417
OTAU008092-RA,0.920955292
OTAU005118-RA,0.921661691
OTAU006617-RA,0.92118567
OTAU007595-RA,0.921284914
OTAU008145-RA,0.921244356
OTAU010357-RA,0.921561897
OTAU010804-RA,0.921601143
OTAU011606-RA,0.9216353
OTAU014895-RA,0.921632316
OTAU016351-RA,0.921557871
OTAU004189-RA,0.921801279
OTAU005101-RA,0.921921697
OTAU011030-RA,0.922065135
OTAU006780-RA,0.922183556
OTAU004913-RA,0.922267752
OTAU011754-RA,0.922314916
OTAU002608-RA,0.922536996
OTAU006782-RA,0.922544036
OTAU012993-RA,0.922463177
OTAU000894-RA,0.922661986
OTAU011293-RA,0.922890787
OTAU014577-RA,0.922908084
OTAU003848-RA,0.923244665
OTAU002124-RA,0.923896607
OTAU004357-RA,0.923840769
OTAU006680-RA,0.923600927
OTAU007228-RA,0.92399679
OTAU008238-RA,0.923956438
OTAU008282-RA,0.923948529
OTAU009214-RA,0.92352823
OTAU009420-RA,0.923616642
OTAU010415-RA,0.923361813
OTAU014991-RA,0.923699296
OTAU016566-RA,0.923639706
OTAU009646-RA,0.924361189
OTAU011191-RA,0.924316451
OTAU012817-RA,0.924261939
OTAU002616-RA,0.925087825
OTAU007828-RA,0.924908126
OTAU009351-RA,0.925047975
OTAU010900-RA,0.92478936
OTAU015091-RA,0.925059351
OTAU016605-RA,0.924804583
OTAU016803-RA,0.925069596
OTAU017119-RA,0.924853425
OTAU000075-RA,0.925728185
OTAU000386-RA,0.925526521
OTAU002706-RA,0.925506918
OTAU003670-RA,0.925358953
OTAU008805-RA,0.925709158
OTAU010735-RA,0.925601211
OTAU015201-RA,0.925730837
OTAU015834-RA,0.925228173
OTAU016107-RA,0.925332862
OTAU001029-RA,0.925912468
OTAU008544-RA,0.925962569
OTAU010542-RA,0.925893006
OTAU009678-RA,0.926168098
OTAU015035-RA,0.926115475
OTAU010193-RA,0.926480592
OTAU008098-RA,0.92675975
OTAU008698-RA,0.926720793
OTAU013311-RA,0.926716953
OTAU016945-RA,0.926713184
OTAU015542-RA,0.926970612
OTAU008301-RA,0.927060001
OTAU003396-RA,0.927197831
OTAU015965-RA,0.927209995
OTAU007941-RA,0.927311071
OTAU000223-RA,0.927719605
OTAU002211-RA,0.927718109
OTAU005171-RA,0.927571086
OTAU006978-RA,0.927734112
OTAU002257-RA,0.927878088
