CHROM,pvalue
OTAU005866-RA,0.008624805
OTAU006115-RA,0.008620343
OTAU006293-RA,0.008644588
OTAU009746-RA,0.008617693
OTAU014841-RA,0.008595812
OTAU016054-RA,0.008620713
OTAU011391-RA,0.00867616
OTAU015139-RA,0.008696177
OTAU001107-RA,0.008746451
OTAU001448-RA,0.00878691
OTAU002252-RA,0.008849051
OTAU003408-RA,0.008916922
OTAU003961-RA,0.008876743
OTAU005050-RA,0.008879176
OTAU006892-RA,0.00885619
OTAU006966-RA,0.008797776
OTAU008201-RA,0.008839179
OTAU009851-RA,0.008832195
OTAU010671-RA,0.008916175
OTAU013276-RA,0.008860948
OTAU013409-RA,0.008899247
OTAU014127-RA,0.008900671
OTAU014945-RA,0.008880036
OTAU015902-RA,0.008805721
OTAU000169-RA,0.008975898
OTAU000543-RA,0.009022967
OTAU006875-RA,0.00905706
OTAU010810-RA,0.009056744
OTAU013093-RA,0.009041819
OTAU014785-RA,0.009044618
OTAU010977-RA,0.009085068
OTAU000668-RA,0.009105703
OTAU003783-RA,0.009099583
OTAU003581-RA,0.009158102
OTAU005814-RA,0.009163542
OTAU010975-RA,0.009130194
OTAU011482-RA,0.009134504
OTAU012275-RA,0.0091585
OTAU008577-RA,0.009226686
OTAU014632-RA,0.009229292
OTAU001510-RA,0.009274767
OTAU008071-RA,0.009289009
OTAU014317-RA,0.009288713
OTAU015398-RA,0.009265871
OTAU010190-RA,0.009337629
OTAU001272-RA,0.009361072
OTAU015487-RA,0.00936019
OTAU003932-RA,0.009382868
OTAU012438-RA,0.009421539
OTAU010578-RA,0.009459512
OTAU012665-RA,0.009465046
OTAU004229-RA,0.009517259
OTAU006673-RA,0.009500533
OTAU007030-RA,0.009499736
OTAU008415-RA,0.009507305
OTAU008369-RA,0.009538969
OTAU001982-RA,0.009569833
OTAU001251-RA,0.009648953
OTAU001709-RA,0.009652555
OTAU002800-RA,0.009654174
OTAU003428-RA,0.009626482
OTAU009780-RA,0.009635066
OTAU012755-RA,0.009597454
OTAU015996-RA,0.009635388
OTAU001895-RA,0.009698206
OTAU009548-RA,0.009710519
OTAU005099-RA,0.009740906
OTAU002620-RA,0.009795034
OTAU015912-RA,0.009841646
OTAU005877-RA,0.009877492
OTAU016071-RA,0.00987671
OTAU003903-RA,0.009898635
OTAU001940-RA,0.009911074
OTAU015897-RA,0.009922583
OTAU012362-RA,0.009940361
OTAU008855-RA,0.009957415
OTAU013934-RA,0.009983118
OTAU002578-RA,0.010047126
OTAU005720-RA,0.010038938
OTAU012884-RA,0.01003326
OTAU016391-RA,0.010027004
OTAU009223-RA,0.010087119
OTAU013543-RA,0.010100606
OTAU006434-RA,0.01015912
OTAU011571-RA,0.010159484
OTAU001602-RA,0.010235826
OTAU003006-RA,0.010215009
OTAU003423-RA,0.010211431
OTAU010833-RA,0.010236182
OTAU014334-RA,0.010212824
OTAU016407-RA,0.010219717
OTAU016408-RA,0.010193435
OTAU003301-RA,0.010263055
OTAU006701-RA,0.01030008
OTAU006943-RA,0.010303556
OTAU016168-RA,0.010338992
OTAU003112-RA,0.01040702
OTAU016327-RA,0.010403437
OTAU000142-RA,0.010454145
OTAU004888-RA,0.010519173
OTAU005850-RA,0.010508879
OTAU007862-RA,0.010493006
OTAU013024-RA,0.010514722
OTAU011421-RA,0.01054246
OTAU011738-RA,0.010561294
OTAU000305-RA,0.010611707
OTAU002788-RA,0.010613046
OTAU009237-RA,0.010606726
OTAU013559-RA,0.010635357
OTAU006605-RA,0.010653441
OTAU013129-RA,0.010685203
OTAU005556-RA,0.010707282
OTAU006766-RA,0.010696888
OTAU008914-RA,0.010745222
OTAU010241-RA,0.010746004
OTAU010610-RA,0.010732435
OTAU007741-RA,0.010768396
OTAU013001-RA,0.010785167
OTAU014525-RA,0.010797349
OTAU011937-RA,0.010815567
OTAU008563-RA,0.010833742
OTAU003816-RA,0.010886719
OTAU007806-RA,0.010866787
OTAU014876-RA,0.010884559
OTAU012330-RA,0.010903184
OTAU017148-RA,0.010943862
OTAU005311-RA,0.010962546
OTAU003909-RA,0.01099267
OTAU012808-RA,0.011006276
OTAU011997-RA,0.01102418
OTAU016873-RA,0.011043507
OTAU005819-RA,0.011057037
OTAU003424-RA,0.011094827
OTAU005606-RA,0.01113851
OTAU006745-RA,0.011098642
OTAU008056-RA,0.011090707
OTAU009401-RA,0.011128615
OTAU010458-RA,0.011133597
OTAU012998-RA,0.011140362
OTAU000511-RA,0.011187411
OTAU009133-RA,0.011187572
OTAU017101-RA,0.01117362
OTAU004622-RA,0.011209662
OTAU015088-RA,0.011224907
OTAU014552-RA,0.011263459
OTAU005239-RA,0.011279027
OTAU001408-RA,0.011317594
OTAU005065-RA,0.011345614
OTAU013418-RA,0.01135547
OTAU014153-RA,0.011339379
OTAU007479-RA,0.011385741
OTAU011951-RA,0.011495664
OTAU013386-RA,0.011510139
OTAU011999-RA,0.011545756
OTAU001177-RA,0.011557808
OTAU014104-RA,0.011578483
OTAU000178-RA,0.011617545
OTAU004399-RA,0.011610265
OTAU016563-RA,0.011615454
OTAU007633-RA,0.011705662
OTAU012760-RA,0.011788262
OTAU013145-RA,0.011801759
OTAU014684-RA,0.011788841
OTAU014957-RA,0.011803363
OTAU003740-RA,0.01181709
OTAU000448-RA,0.011857509
OTAU003372-RA,0.011852057
OTAU011850-RA,0.011861306
OTAU011466-RA,0.0118884
OTAU015760-RA,0.011900936
OTAU008433-RA,0.011917553
OTAU008865-RA,0.01197172
OTAU011420-RA,0.01199313
OTAU007610-RA,0.012018829
OTAU015302-RA,0.012014071
OTAU006048-RA,0.012049489
OTAU007832-RA,0.012055958
OTAU012281-RA,0.012042345
OTAU014745-RA,0.012082676
OTAU013692-RA,0.012094751
OTAU009811-RA,0.012109831
OTAU002157-RA,0.012127687
OTAU009612-RA,0.012199869
OTAU009776-RA,0.012234098
OTAU010503-RA,0.012235724
OTAU014398-RA,0.012220313
OTAU000013-RA,0.012264591
OTAU008565-RA,0.012265029
OTAU011342-RA,0.012283015
OTAU000806-RA,0.012365929
OTAU004433-RA,0.012349493
OTAU009773-RA,0.012381848
OTAU012279-RA,0.012373808
OTAU013746-RA,0.012347107
OTAU014866-RA,0.012381682
OTAU016891-RA,0.012344001
OTAU003972-RA,0.012434102
OTAU006657-RA,0.012470638
OTAU007765-RA,0.012510932
OTAU003548-RA,0.01254664
OTAU013617-RA,0.012570087
OTAU012447-RA,0.012609289
OTAU015413-RA,0.012614009
OTAU007545-RA,0.012633532
OTAU006082-RA,0.0126455
OTAU003671-RA,0.012678473
OTAU009298-RA,0.012669904
OTAU004153-RA,0.012730173
OTAU004518-RA,0.012717611
OTAU010453-RA,0.012726934
OTAU004044-RA,0.012837688
OTAU008784-RA,0.012843155
OTAU004617-RA,0.012908154
OTAU000058-RA,0.012937567
OTAU016045-RA,0.01295259
OTAU001561-RA,0.012987585
OTAU000644-RA,0.01315071
OTAU000817-RA,0.01319508
OTAU002757-RA,0.013198501
OTAU002927-RA,0.013195963
OTAU004296-RA,0.013186149
OTAU006204-RA,0.013195472
OTAU006302-RA,0.013206995
OTAU006661-RA,0.013242532
OTAU007864-RA,0.013130386
OTAU008611-RA,0.013244041
OTAU009359-RA,0.013152995
OTAU009524-RA,0.013239467
OTAU009740-RA,0.013141196
OTAU012638-RA,0.013239583
OTAU012852-RA,0.013183964
OTAU013967-RA,0.01313756
OTAU014706-RA,0.013085569
OTAU003539-RA,0.01326098
OTAU001995-RA,0.013369316
OTAU002359-RA,0.013389463
OTAU004256-RA,0.013369915
OTAU007278-RA,0.013355079
OTAU007322-RA,0.01338269
OTAU010103-RA,0.013328814
OTAU010444-RA,0.013299271
OTAU012077-RA,0.013363533
OTAU012959-RA,0.013394496
OTAU013256-RA,0.013414701
OTAU013901-RA,0.013375347
OTAU017100-RA,0.013417703
OTAU001981-RA,0.013487898
OTAU007565-RA,0.01349524
OTAU011343-RA,0.013523717
OTAU000867-RA,0.013573801
OTAU008876-RA,0.013682352
OTAU013604-RA,0.013694896
OTAU014802-RA,0.013697241
OTAU013298-RA,0.013751588
OTAU016851-RA,0.013755315
OTAU008906-RA,0.013852821
OTAU014241-RA,0.013849782
OTAU014333-RA,0.013870511
OTAU004230-RA,0.013911761
OTAU007123-RA,0.013923646
OTAU012031-RA,0.013955053
OTAU014204-RA,0.01394361
OTAU000317-RA,0.014030639
OTAU001878-RA,0.014062497
OTAU003168-RA,0.014098004
OTAU017096-RA,0.01411053
OTAU005063-RA,0.014175208
OTAU015816-RA,0.014188597
OTAU010482-RA,0.014262304
OTAU010817-RA,0.014260868
OTAU012960-RA,0.01424797
OTAU015894-RA,0.014260215
OTAU017472-RA,0.014220244
OTAU009652-RA,0.014297775
OTAU005943-RA,0.014317147
OTAU006435-RA,0.014331741
OTAU008209-RA,0.014381522
OTAU015252-RA,0.014372011
OTAU007369-RA,0.014418678
OTAU007829-RA,0.014414488
OTAU015425-RA,0.014487251
OTAU000077-RA,0.0145184
OTAU006248-RA,0.014604775
OTAU010019-RA,0.014600375
OTAU011734-RA,0.01455763
OTAU012590-RA,0.014606461
OTAU015820-RA,0.014615066
OTAU016182-RA,0.014614587
OTAU002964-RA,0.014634117
OTAU001310-RA,0.014693125
OTAU011644-RA,0.014691294
OTAU016767-RA,0.014689208
OTAU003846-RA,0.014716903
OTAU009920-RA,0.014720459
OTAU007833-RA,0.014760154
OTAU007304-RA,0.014789697
OTAU009013-RA,0.014782623
OTAU004154-RA,0.014833041
OTAU001609-RA,0.014918367
OTAU005165-RA,0.014976345
OTAU005822-RA,0.014970785
OTAU013584-RA,0.014973276
OTAU014286-RA,0.01495502
OTAU015156-RA,0.015038983
OTAU006562-RA,0.015052727
OTAU000634-RA,0.015108281
OTAU008883-RA,0.015097749
OTAU009434-RA,0.015103201
OTAU009593-RA,0.015122386
OTAU009857-RA,0.015137777
OTAU006908-RA,0.015160524
OTAU002444-RA,0.015225888
OTAU003604-RA,0.015204212
OTAU006256-RA,0.015178797
OTAU014527-RA,0.015221656
OTAU015712-RA,0.015218622
OTAU007089-RA,0.015265307
OTAU014350-RA,0.015320235
OTAU014639-RA,0.015298502
OTAU016797-RA,0.015312253
OTAU002870-RA,0.015352071
OTAU012560-RA,0.015364587
OTAU009577-RA,0.015392308
OTAU013483-RA,0.015395777
OTAU016065-RA,0.015482159
OTAU010737-RA,0.015544669
OTAU016491-RA,0.015559008
OTAU006462-RA,0.015600758
OTAU012758-RA,0.015632323
OTAU008452-RA,0.015653342
OTAU014849-RA,0.015659008
OTAU009065-RA,0.015714405
OTAU000131-RA,0.01574687
OTAU012908-RA,0.015763155
OTAU013210-RA,0.015783048
OTAU002555-RA,0.015865765
OTAU016355-RA,0.015895577
OTAU001673-RA,0.015937687
OTAU005534-RA,0.015942262
OTAU006894-RA,0.015930148
OTAU011991-RA,0.015954616
OTAU013766-RA,0.015963062
OTAU001441-RA,0.016115516
OTAU001760-RA,0.016031257
OTAU002828-RA,0.01608973
OTAU003399-RA,0.016067885
OTAU009229-RA,0.016110275
OTAU013272-RA,0.016030455
OTAU013619-RA,0.016042765
OTAU013712-RA,0.016098771
OTAU014575-RA,0.016050548
OTAU008174-RA,0.016145007
OTAU009279-RA,0.016328741
OTAU009939-RA,0.016347628
OTAU014969-RA,0.016351594
OTAU010089-RA,0.016409647
OTAU009416-RA,0.016458224
OTAU010034-RA,0.016452456
OTAU005961-RA,0.016532794
OTAU013440-RA,0.016533386
OTAU002761-RA,0.016574558
OTAU011602-RA,0.016566108
OTAU005689-RA,0.016633541
OTAU015650-RA,0.016625481
OTAU004290-RA,0.016658061
OTAU007232-RA,0.016662885
OTAU011635-RA,0.016714429
OTAU011011-RA,0.016748256
OTAU013335-RA,0.016771783
OTAU017287-RA,0.016799196
OTAU008468-RA,0.016823195
OTAU006789-RA,0.016858723
OTAU016874-RA,0.016851354
OTAU016535-RA,0.01688544
OTAU003000-RA,0.016900064
OTAU014172-RA,0.016915033
OTAU012095-RA,0.016972868
OTAU014517-RA,0.016969003
OTAU000303-RA,0.017023526
OTAU004434-RA,0.017058338
OTAU013358-RA,0.017062767
OTAU004920-RA,0.017114242
OTAU010661-RA,0.017110275
OTAU008740-RA,0.017165327
OTAU011785-RA,0.017159226
OTAU012650-RA,0.017177369
OTAU015127-RA,0.017159325
OTAU002725-RA,0.017192637
OTAU007346-RA,0.01722196
OTAU016585-RA,0.017211099
OTAU002147-RA,0.017269972
OTAU001610-RA,0.017288321
OTAU017242-RA,0.017298025
OTAU014532-RA,0.017313113
OTAU004596-RA,0.017361065
OTAU006580-RA,0.017365608
OTAU015939-RA,0.017344
OTAU013639-RA,0.017402685
OTAU001216-RA,0.017466864
OTAU011625-RA,0.017454611
OTAU013275-RA,0.017417351
OTAU013408-RA,0.017466295
OTAU014796-RA,0.017472123
OTAU012933-RA,0.017534007
OTAU015352-RA,0.017546183
OTAU008404-RA,0.017566258
OTAU009762-RA,0.017588596
OTAU002610-RA,0.017668706
OTAU005645-RA,0.017666722
OTAU014551-RA,0.017697573
OTAU008280-RA,0.017749469
OTAU008985-RA,0.017775716
OTAU011671-RA,0.017769352
OTAU016534-RA,0.017754826
OTAU002180-RA,0.017806152
OTAU002232-RA,0.017870471
OTAU009496-RA,0.017848268
OTAU010318-RA,0.017839181
OTAU013211-RA,0.017863355
OTAU000165-RA,0.017917679
OTAU006710-RA,0.017902466
OTAU014117-RA,0.017919487
OTAU009267-RA,0.018044075
OTAU012850-RA,0.018097675
OTAU000062-RA,0.018222377
OTAU007001-RA,0.018224433
OTAU008588-RA,0.018237071
OTAU013119-RA,0.018174402
OTAU016532-RA,0.018234524
OTAU016832-RA,0.0182172
OTAU000391-RA,0.018324233
OTAU003926-RA,0.01835764
OTAU016822-RA,0.018390189
OTAU015060-RA,0.018465152
OTAU005040-RA,0.018498447
OTAU015520-RA,0.018565034
OTAU002950-RA,0.018622045
OTAU010027-RA,0.018692895
OTAU012439-RA,0.018723224
OTAU013113-RA,0.018796764
OTAU001976-RA,0.018814571
OTAU000005-RA,0.018920398
OTAU004361-RA,0.018851003
OTAU006658-RA,0.018864732
OTAU006860-RA,0.01891894
OTAU007755-RA,0.018922664
OTAU012693-RA,0.018873313
OTAU013733-RA,0.018905336
OTAU010813-RA,0.018946776
OTAU011588-RA,0.019030212
OTAU002863-RA,0.019070029
OTAU002934-RA,0.019076607
OTAU000950-RA,0.019107046
OTAU001949-RA,0.019174672
OTAU007635-RA,0.019204205
OTAU006879-RA,0.019245484
OTAU002048-RA,0.019262012
OTAU000664-RA,0.019368569
OTAU001178-RA,0.019339242
OTAU002286-RA,0.019368519
OTAU008791-RA,0.019367745
OTAU009321-RA,0.019320692
OTAU010969-RA,0.019339107
OTAU014195-RA,0.019354738
OTAU017184-RA,0.019408744
OTAU001685-RA,0.019509448
OTAU004810-RA,0.01948255
OTAU005036-RA,0.019488572
OTAU015516-RA,0.01951023
OTAU015984-RA,0.019439005
OTAU016444-RA,0.019490176
OTAU008316-RA,0.019534759
OTAU000890-RA,0.019573323
OTAU007497-RA,0.019639598
OTAU006041-RA,0.019740858
OTAU009783-RA,0.019700728
OTAU010448-RA,0.019682345
OTAU011953-RA,0.019711888
OTAU012844-RA,0.019740853
OTAU003674-RA,0.019835575
OTAU012306-RA,0.019829809
OTAU013778-RA,0.019812721
OTAU001646-RA,0.019932924
OTAU015731-RA,0.019943754
OTAU006015-RA,0.020068916
OTAU002322-RA,0.020110291
OTAU006676-RA,0.020129898
OTAU006422-RA,0.020163765
OTAU005339-RA,0.020273621
OTAU009288-RA,0.020259824
OTAU016201-RA,0.020294298
OTAU002358-RA,0.020333059
OTAU003691-RA,0.020322767
OTAU006647-RA,0.020449509
OTAU009269-RA,0.020486461
OTAU012660-RA,0.020500245
OTAU013352-RA,0.020498597
OTAU016125-RA,0.020486444
OTAU006992-RA,0.020518116
OTAU002705-RA,0.020579693
OTAU011505-RA,0.02058975
OTAU000663-RA,0.020633355
OTAU010932-RA,0.020651561
OTAU008765-RA,0.020678489
OTAU007463-RA,0.020807206
OTAU008954-RA,0.020806111
OTAU013299-RA,0.020799082
OTAU006137-RA,0.020829986
OTAU008026-RA,0.020913386
OTAU003606-RA,0.020959739
OTAU010687-RA,0.020954236
OTAU011841-RA,0.020929446
OTAU013149-RA,0.02102578
OTAU000603-RA,0.021089385
OTAU012028-RA,0.021081021
OTAU009915-RA,0.021147153
OTAU010669-RA,0.021198506
OTAU006877-RA,0.021232924
OTAU017132-RA,0.021243195
OTAU003432-RA,0.021337563
OTAU003560-RA,0.021331439
OTAU006306-RA,0.02136637
OTAU002798-RA,0.021494564
OTAU014218-RA,0.021509948
OTAU001108-RA,0.021594965
OTAU002123-RA,0.021603704
OTAU008112-RA,0.021690124
OTAU017167-RA,0.021679183
OTAU012781-RA,0.02179829
OTAU011657-RA,0.021835201
OTAU002809-RA,0.021927938
OTAU000400-RA,0.021978686
OTAU001782-RA,0.021992607
OTAU007419-RA,0.021991018
OTAU012178-RA,0.021992305
OTAU009253-RA,0.022110267
OTAU010808-RA,0.022138922
OTAU007973-RA,0.0221809
OTAU008700-RA,0.022197397
OTAU014908-RA,0.022240369
OTAU015526-RA,0.022225395
OTAU003375-RA,0.022271659
OTAU000238-RA,0.022321261
OTAU010246-RA,0.022441233
OTAU012996-RA,0.022463613
OTAU002615-RA,0.022506736
OTAU005503-RA,0.022508248
OTAU006601-RA,0.022521062
OTAU005946-RA,0.022622821
OTAU016943-RA,0.022643198
OTAU009658-RA,0.022764402
OTAU012712-RA,0.022756449
OTAU013696-RA,0.022764785
OTAU004495-RA,0.022820563
OTAU005186-RA,0.02283223
OTAU010654-RA,0.022850556
OTAU011685-RA,0.022834501
OTAU014993-RA,0.022916442
OTAU007203-RA,0.022948181
OTAU017298-RA,0.022969526
OTAU012666-RA,0.023020354
OTAU002864-RA,0.023073222
OTAU004553-RA,0.02306545
OTAU011608-RA,0.023066933
OTAU013831-RA,0.023113594
OTAU016131-RA,0.023118511
OTAU004789-RA,0.0232088
OTAU001172-RA,0.023253983
OTAU010825-RA,0.023318843
OTAU011029-RA,0.023306303
OTAU012774-RA,0.02332747
OTAU015941-RA,0.02329102
OTAU002935-RA,0.023361297
OTAU009636-RA,0.023388919
OTAU001490-RA,0.023519404
OTAU002874-RA,0.023547687
OTAU004417-RA,0.023514264
OTAU007446-RA,0.023542113
OTAU007563-RA,0.023534302
OTAU014020-RA,0.023447118
OTAU014715-RA,0.023443774
OTAU015079-RA,0.02352528
OTAU015435-RA,0.023484814
OTAU002059-RA,0.023584058
OTAU003022-RA,0.02360958
OTAU009432-RA,0.023744465
OTAU011134-RA,0.023718332
OTAU014793-RA,0.023748885
OTAU013411-RA,0.023776143
OTAU015143-RA,0.023788094
OTAU001984-RA,0.023809162
OTAU000449-RA,0.023851125
OTAU004946-RA,0.0238393
OTAU011927-RA,0.023910788
OTAU003317-RA,0.024183922
OTAU004430-RA,0.024179427
OTAU010907-RA,0.024173608
OTAU003312-RA,0.024247488
OTAU006020-RA,0.024272673
OTAU007256-RA,0.024288525
OTAU014490-RA,0.024282943
OTAU008972-RA,0.024345516
OTAU009054-RA,0.024364426
OTAU003603-RA,0.024420261
OTAU003980-RA,0.024414586
OTAU000914-RA,0.024603064
OTAU001315-RA,0.024613417
OTAU001859-RA,0.024578253
OTAU006075-RA,0.024591396
OTAU015699-RA,0.024658053
OTAU005095-RA,0.024735644
OTAU004664-RA,0.024761505
OTAU014482-RA,0.024785701
OTAU006593-RA,0.024815
OTAU005264-RA,0.02484978
OTAU003631-RA,0.024911407
OTAU003712-RA,0.025021912
OTAU004690-RA,0.024938022
OTAU005431-RA,0.025019609
OTAU009628-RA,0.024927095
OTAU010520-RA,0.025007224
OTAU012146-RA,0.024939547
OTAU014921-RA,0.024995699
OTAU016227-RA,0.024973176
OTAU000139-RA,0.025114111
OTAU000274-RA,0.025103255
OTAU003238-RA,0.025118909
OTAU010026-RA,0.02514242
OTAU012269-RA,0.025137882
OTAU014002-RA,0.025079963
OTAU015680-RA,0.025151122
OTAU000288-RA,0.025187622
OTAU002909-RA,0.025253093
OTAU009426-RA,0.025263225
OTAU011146-RA,0.025269598
OTAU011474-RA,0.025216154
OTAU012023-RA,0.025238983
OTAU007253-RA,0.025331941
OTAU000193-RA,0.025567191
OTAU000343-RA,0.025559539
OTAU001858-RA,0.025397491
OTAU002785-RA,0.025381733
OTAU002999-RA,0.025567774
OTAU008116-RA,0.025532084
OTAU009889-RA,0.025426096
OTAU012485-RA,0.025545081
OTAU012762-RA,0.025474302
OTAU014519-RA,0.025451964
OTAU015299-RA,0.025474265
OTAU016400-RA,0.025399696
OTAU016441-RA,0.025555618
OTAU007888-RA,0.025601635
OTAU000408-RA,0.025661664
OTAU006883-RA,0.025694064
OTAU003327-RA,0.025762694
OTAU012265-RA,0.025746522
OTAU010690-RA,0.025804732
OTAU001434-RA,0.025951489
OTAU002797-RA,0.025931633
OTAU003299-RA,0.025929495
OTAU004192-RA,0.025927413
OTAU006586-RA,0.025896968
OTAU011718-RA,0.025929424
OTAU012690-RA,0.025955444
OTAU014985-RA,0.025892557
OTAU011372-RA,0.02605463
OTAU014961-RA,0.026116769
OTAU007159-RA,0.026181626
OTAU008961-RA,0.026264919
OTAU009221-RA,0.026259329
OTAU000582-RA,0.026339268
OTAU004260-RA,0.026323224
OTAU002567-RA,0.026383796
OTAU005883-RA,0.026386022
OTAU003652-RA,0.026433244
OTAU005368-RA,0.026445537
OTAU007962-RA,0.026442449
OTAU010332-RA,0.026463511
OTAU012854-RA,0.02648938
OTAU001957-RA,0.026701494
OTAU002335-RA,0.026556832
OTAU003693-RA,0.026609952
OTAU004409-RA,0.02669983
OTAU009222-RA,0.026661078
OTAU009775-RA,0.026628517
OTAU012409-RA,0.026642123
OTAU012806-RA,0.026677875
OTAU013811-RA,0.026662
OTAU013971-RA,0.026675117
OTAU016276-RA,0.026699612
OTAU002184-RA,0.026752662
OTAU017255-RA,0.026805732
OTAU013185-RA,0.026844193
OTAU006898-RA,0.026892055
OTAU000426-RA,0.026929986
OTAU016517-RA,0.026930177
OTAU000528-RA,0.027008224
OTAU013101-RA,0.027033778
OTAU000501-RA,0.0270774
OTAU001832-RA,0.027197865
OTAU006254-RA,0.027194208
OTAU013429-RA,0.027193011
OTAU013341-RA,0.027233447
OTAU011280-RA,0.027259612
OTAU001886-RA,0.027345938
OTAU004668-RA,0.027355448
OTAU017172-RA,0.027326114
OTAU002693-RA,0.027404777
OTAU010807-RA,0.02745761
OTAU014556-RA,0.027467423
OTAU016202-RA,0.027432895
OTAU000147-RA,0.027517349
OTAU007243-RA,0.027599991
OTAU012263-RA,0.027587197
OTAU013017-RA,0.027581977
OTAU014881-RA,0.027593045
OTAU016571-RA,0.027541469
OTAU017457-RA,0.027597631
OTAU012567-RA,0.027641275
OTAU010626-RA,0.027683997
OTAU015612-RA,0.027677277
OTAU011656-RA,0.027701862
OTAU014497-RA,0.027760704
OTAU016780-RA,0.027764288
OTAU003419-RA,0.027820514
OTAU008244-RA,0.02781976
OTAU015506-RA,0.027796603
OTAU008735-RA,0.027860019
OTAU016750-RA,0.02785489
OTAU006687-RA,0.02789105
OTAU010839-RA,0.027920511
OTAU001634-RA,0.027984337
OTAU003597-RA,0.027988972
OTAU010784-RA,0.027962586
OTAU000411-RA,0.028051895
OTAU008683-RA,0.028069242
OTAU013130-RA,0.028046398
OTAU006675-RA,0.028158974
OTAU010370-RA,0.028172544
OTAU001647-RA,0.028205524
OTAU004082-RA,0.028223609
OTAU003311-RA,0.028248405
OTAU015879-RA,0.028436886
OTAU014663-RA,0.028466465
OTAU004559-RA,0.0284943
OTAU017413-RA,0.028590196
OTAU011926-RA,0.0287086
OTAU005030-RA,0.028743557
OTAU009661-RA,0.028790962
OTAU010432-RA,0.028859466
OTAU006996-RA,0.028881614
OTAU011357-RA,0.028902069
OTAU013284-RA,0.02892082
OTAU003613-RA,0.028950244
OTAU010572-RA,0.029112902
OTAU016469-RA,0.029113488
OTAU014370-RA,0.029134449
OTAU001629-RA,0.029233697
OTAU001199-RA,0.029316272
OTAU005461-RA,0.029405938
OTAU004573-RA,0.029462988
OTAU004761-RA,0.029464621
OTAU005447-RA,0.029443374
OTAU010888-RA,0.029507985
OTAU016151-RA,0.029495047
OTAU004931-RA,0.02957739
OTAU009778-RA,0.029616148
OTAU000085-RA,0.029710194
OTAU001254-RA,0.029713458
OTAU013061-RA,0.029717392
OTAU001244-RA,0.029759371
OTAU005161-RA,0.029817489
OTAU005252-RA,0.029832668
OTAU010206-RA,0.029843041
OTAU010857-RA,0.029897683
OTAU011679-RA,0.029902574
OTAU013026-RA,0.029867775
OTAU014546-RA,0.029827375
OTAU015715-RA,0.029798273
OTAU015837-RA,0.029889166
OTAU010429-RA,0.029936363
OTAU016119-RA,0.029955517
OTAU012803-RA,0.030102604
OTAU010120-RA,0.030152032
OTAU015121-RA,0.03014775
OTAU015602-RA,0.030185086
OTAU004863-RA,0.030241257
OTAU005222-RA,0.030256766
OTAU002979-RA,0.030423096
OTAU004231-RA,0.030457319
OTAU007367-RA,0.030357055
OTAU009917-RA,0.030446537
OTAU009949-RA,0.030403331
OTAU011463-RA,0.03045945
OTAU013348-RA,0.030438508
OTAU015389-RA,0.030447585
OTAU015531-RA,0.030448601
OTAU010623-RA,0.030505871
OTAU015644-RA,0.030521639
OTAU001828-RA,0.030610967
OTAU010528-RA,0.030645229
OTAU013121-RA,0.03064405
OTAU015037-RA,0.03060632
OTAU001001-RA,0.030716388
OTAU006938-RA,0.030722866
OTAU000821-RA,0.030776165
OTAU005825-RA,0.030770408
OTAU002231-RA,0.030878831
OTAU005592-RA,0.030844151
OTAU011415-RA,0.030864008
OTAU001271-RA,0.030899435
OTAU000907-RA,0.030964097
OTAU003199-RA,0.030982127
OTAU015829-RA,0.03097737
OTAU012549-RA,0.031023791
OTAU000367-RA,0.031104907
OTAU002948-RA,0.031097584
OTAU004003-RA,0.031171043
OTAU004151-RA,0.031156676
OTAU005472-RA,0.031171315
OTAU009314-RA,0.031170239
OTAU016616-RA,0.031077666
OTAU001591-RA,0.031211973
OTAU001954-RA,0.031203899
OTAU006791-RA,0.031261229
OTAU000990-RA,0.031299434
OTAU017000-RA,0.031313518
OTAU000635-RA,0.031649553
OTAU001322-RA,0.031545902
OTAU001521-RA,0.031638369
OTAU001523-RA,0.031453868
OTAU002266-RA,0.031691071
OTAU002682-RA,0.031509227
OTAU003687-RA,0.031455266
OTAU005500-RA,0.031696845
OTAU006952-RA,0.031691509
OTAU008266-RA,0.031680493
OTAU009446-RA,0.031476392
OTAU011643-RA,0.031669117
OTAU011848-RA,0.031695833
OTAU016845-RA,0.031549653
OTAU017185-RA,0.031511113
OTAU017362-RA,0.031439787
OTAU017429-RA,0.031543848
OTAU017451-RA,0.03141604
OTAU003105-RA,0.031796837
OTAU005796-RA,0.031788667
OTAU001732-RA,0.031818179
OTAU002975-RA,0.031989958
OTAU013616-RA,0.031994003
OTAU005151-RA,0.032060928
OTAU016596-RA,0.032174135
OTAU003221-RA,0.032212322
OTAU003256-RA,0.032250001
OTAU006498-RA,0.032248609
OTAU003468-RA,0.032309342
OTAU006040-RA,0.032301537
OTAU017412-RA,0.032309513
OTAU006008-RA,0.03234484
OTAU002849-RA,0.032423683
OTAU002962-RA,0.032425113
OTAU005254-RA,0.032378729
OTAU011771-RA,0.032416889
OTAU009961-RA,0.032475521
OTAU008158-RA,0.032530508
OTAU003069-RA,0.03257698
OTAU006221-RA,0.032578622
OTAU013807-RA,0.032592535
OTAU014277-RA,0.032627962
OTAU003654-RA,0.032647437
OTAU010830-RA,0.032694994
OTAU004069-RA,0.032756991
OTAU008825-RA,0.032771051
OTAU012983-RA,0.032753725
